ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.C [],103.779,23.778999999999996,80,100
ROI.A [],105.277,25.277,80,100
ROI.B [],105.777,25.777,80,100
ROI.D [],176.787,46.787000000000006,130,150
ROI.01 [],104.789,24.789,80,100
ROI.03 [],105.777,25.777,80,100
ROI.04 [],99.778,19.778000000000006,80,100
ROI.04 [],105.277,25.277,80,100
ROI.05 [],105.277,25.277,80,100
ROI.05 [],199.296,69.29599999999999,130,150
ROI.06 [],98.284,18.284000000000006,80,100
ROI.06 [],105.277,25.277,80,100
ROI.19 [],117.284,37.284000000000006,80,100
ROI.22 [],43.777,13.777000000000001,30,50
ROI.22 [],104.789,24.789,80,100
ROI.22 [],167.777,37.77699999999999,130,150
ROI.22 [],176.787,46.787000000000006,130,150
ROI.26 [],102.777,22.777,80,100
ROI.27 [],106.78,26.78,80,100
