Condition_Group,Spike_Count,Avg_Latency_s,Median_Latency_s,Std_Latency_s,SEM_Latency_s
blue,25,31.762159999999998,27.784,11.606077982677867,2.3212155965355734
red,26,34.02961538461538,32.28,7.366883868105553,1.4447647922246967
