ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.E [],1,4.277999999999992,4.277999999999992,0.0,4.277999999999992,4.277999999999992
ROI.09 [],1,2.788000000000011,2.788000000000011,0.0,2.788000000000011,2.788000000000011
ROI.10 [],1,4.277999999999992,4.277999999999992,0.0,4.277999999999992,4.277999999999992
ROI.11 [],1,4.277999999999992,4.277999999999992,0.0,4.277999999999992,4.277999999999992
ROI.12 [],1,4.277999999999992,4.277999999999992,0.0,4.277999999999992,4.277999999999992
ROI.13 [],1,4.277999999999992,4.277999999999992,0.0,4.277999999999992,4.277999999999992
ROI.14 [],1,4.777999999999992,4.777999999999992,0.0,4.777999999999992,4.777999999999992
ROI.16 [],1,4.777999999999992,4.777999999999992,0.0,4.777999999999992,4.777999999999992
ROI.17 [],1,3.2779999999999916,3.2779999999999916,0.0,3.2779999999999916,3.2779999999999916
ROI.18 [],1,4.277999999999992,4.277999999999992,0.0,4.277999999999992,4.277999999999992
ROI.19 [],1,3.2779999999999916,3.2779999999999916,0.0,3.2779999999999916,3.2779999999999916
ROI.20 [],1,3.2779999999999916,3.2779999999999916,0.0,3.2779999999999916,3.2779999999999916
ROI.21 [],1,4.277999999999992,4.277999999999992,0.0,4.277999999999992,4.277999999999992
