Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
Ctrl,blue,1,3,2.0,8.0,1.0,ns
Ctrl,red,1,3,2.0,9.333333333333334,1.0,ns
blue,red,3,3,8.0,9.333333333333334,1.0,ns
