ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.01 [],49.30799999999999,0.0,30,50
ROI.01 [],99.30799999999996,0.0,80,100
ROI.01 [],149.308,0.0,130,150
ROI.03 [],49.30799999999999,0.0,30,50
ROI.03 [],99.30799999999996,0.0,80,100
ROI.03 [],149.308,0.0,130,150
ROI.06 [],49.30799999999999,0.0,30,50
ROI.06 [],99.30799999999996,0.0,80,100
ROI.06 [],149.308,0.0,130,150
ROI.07 [],49.30799999999999,0.0,30,50
ROI.07 [],99.30799999999996,0.0,80,100
ROI.07 [],149.308,0.0,130,150
ROI.08 [],30.107999999999993,0.0,30,50
ROI.08 [],80.10799999999998,0.0,80,100
ROI.08 [],130.108,0.0,130,150
ROI.13 [],33.10799999999999,0.0,30,50
ROI.13 [],83.10799999999998,0.0,80,100
ROI.13 [],133.108,0.0,130,150
