Time (s),ROI.01 [],ROI.02 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.000 []
0.258,-0.9007887740549861,-0.7349421514130386,-0.9036224162110569,-0.7903426292629078,-0.9661305528352692,-0.6497157749857255,-0.7578048471886114,-0.8492990753466454,-0.823414117044496,-0.9595920176946345,-0.6515651864378369,-1.0
0.784,-0.9027212662774997,-0.7361835875885746,-0.9043577431375702,-0.7899175011904005,-0.965861415375707,-0.649347031129192,-0.7590169538647852,-0.8479445895773877,-0.8222055476492319,-0.9605837461404674,-0.6518921928305804,-1.0
1.277,-0.904364985361553,-0.7367277989064976,-0.9047693970283602,-0.7901898699286644,-0.9668610206732682,-0.64965781503765,-0.7588897302777686,-0.8480474598260311,-0.8235980421724649,-0.9581014585338589,-0.651525793091003,-1.0
1.787,-0.9048316058523992,-0.7351957101772826,-0.9030409159489414,-0.7897548600413602,-0.9662000293001127,-0.6498327953603072,-0.7579759703456235,-0.8508099218926568,-0.8219448349990583,-0.9598587004038786,-0.6512864366691619,-1.0
2.277,-0.9051808273349652,-0.7352630205141737,-0.9038716047879239,-0.7901551129507257,-0.964860883791228,-0.6488944907567682,-0.7583095180325964,-0.8472876014285343,-0.8203706258063954,-0.960231105299657,-0.6511302696073843,-1.0
2.778,-0.9062176158221512,-0.7357115961489488,-0.9046451444446281,-0.7907407532933428,-0.9679836326014801,-0.6495486623814047,-0.757699582515699,-0.8496504741624902,-0.8234202333875883,-0.960075376094749,-0.6518357162554032,-1.0
3.278,-0.9070064707442641,-0.7358255671988074,-0.9043988175189935,-0.7908188956093298,-0.9661944894148897,-0.6493099828280903,-0.7594889225231316,-0.8495826353937824,-0.8215727472289467,-0.9615008560154643,-0.651545256582251,-1.0
3.777,-0.9070033505191213,-0.7354334662292377,-0.9046365760059979,-0.790170806582691,-0.9660329936144132,-0.649652200237641,-0.7593201989089745,-0.8479016700546872,-0.822305500352156,-0.9605668543884919,-0.6512537672980124,-1.0
4.284,-0.9083765272321529,-0.7362212749633563,-0.9051510200525797,-0.7909722156794341,-0.9663106708248028,-0.6500686143970407,-0.7585971206094038,-0.8499049496237774,-0.8248869485666671,-0.963452983363893,-0.6522628764378651,-1.0
4.777,-0.9094433709075727,-0.7360742153587885,-0.9052678265672064,-0.79107221247082,-0.9665834765604145,-0.6497018547299267,-0.7591577807866088,-0.8494647548877953,-0.8228652133872597,-0.9630481424139768,-0.6525502607168188,-1.0
5.277,-0.909435951559159,-0.7366711642749189,-0.905507878158806,-0.7907070249179747,-0.9673137615391848,-0.6490946342449155,-0.7584138049608723,-0.8487612607189245,-0.8234052620469222,-0.9646350170940818,-0.6515145067611401,-1.0
5.788,-0.910406077975584,-0.735888397414325,-0.9048039124359506,-0.7911605924605815,-0.9674921779636351,-0.6506637438258165,-0.7598430771895088,-0.8497101723640007,-0.8239558208655999,-0.9642639858444405,-0.652948921037594,-1.0
6.278,-0.9111368769029756,-0.7364426698444139,-0.904677265603725,-0.7911164188851344,-0.9680477742981933,-0.6499970498475013,-0.7594794015874181,-0.8494389050911336,-0.8229510282482484,-0.9662278427550696,-0.6527715878098472,-1.0
6.781,-0.910659472706518,-0.7365352454210509,-0.9050532943003246,-0.7905780226915071,-0.9685949477919172,-0.6503471199072169,-0.7594508711627702,-0.851003586619088,-0.8231497543667762,-0.9644240074202224,-0.6528012836983493,-1.0
7.285,-0.9121072802909559,-0.7364101329381629,-0.9055827672369191,-0.791145423623002,-0.9693381910450041,-0.6508228305148618,-0.7612820433590602,-0.8512469317439788,-0.8232774106426991,-0.9654951632495908,-0.6526789474697177,-1.0
7.784,-0.9123650869930899,-0.7374247788873579,-0.9049571189113453,-0.7916045660688302,-0.9696069209683008,-0.6506078259990643,-0.7603311748794429,-0.8506214618711194,-0.8245047734155296,-0.9647151712469327,-0.6528725611810304,-1.0
8.277,-0.9116057892008577,-0.7362460014532509,-0.9043193935245264,-0.7907861803583371,-0.9669969810816932,-0.6505820321376827,-0.7589378438437963,-0.8489185436663753,-0.8249096113251918,-0.9650381318197107,-0.6521124155986893,-1.0
8.791,-0.9121451204495649,-0.7362719262016546,-0.9039155941231976,-0.7908790171262328,-0.96732977880859,-0.6503289505699129,-0.7598367245708529,-0.8492308345900611,-0.821178064066035,-0.9658729444890569,-0.6534013569326819,-1.0
9.278,-0.911533577889976,-0.7370602084840085,-0.9049317384355575,-0.7908348597959122,-0.9678447856402148,-0.6504792937276308,-0.7599991631561949,-0.8499850954251932,-0.8238048994112359,-0.9648775751324834,-0.6522066116584008,-1.0
9.777,-0.9124344307789996,-0.7378888919009722,-0.9050631225593018,-0.7915804923204626,-0.9666268270878221,-0.6506819482204318,-0.7607463470536661,-0.8496504312621039,-0.823420238807816,-0.9655075958656498,-0.6525468500522912,-1.0
10.287,-0.9124792764758319,-0.7367195763513646,-0.9048565239493688,-0.7913233633614978,-0.9668362334302687,-0.6508966503915649,-0.7601079570387348,-0.8515842766183832,-0.8236583787416651,-0.9663740768644117,-0.6529393469697775,-1.0
10.775,-0.912488694675772,-0.7371404943364636,-0.905005233431905,-0.7912818322690491,-0.9669328157032124,-0.6504171165881887,-0.7589465609357576,-0.8511695545809114,-0.8230933120673507,-0.9657486507059475,-0.6524787602363952,-1.0
11.288,-0.9119191485469825,-0.7358701531645468,-0.9041743611358128,-0.7905584937099173,-0.966648275426218,-0.6504073556411577,-0.7579794943878274,-0.848380521791016,-0.8226884755957041,-0.9655282776750186,-0.6529767764125943,-1.0
11.778,-0.9132505331195614,-0.737059834883597,-0.905522100169601,-0.7920034434410069,-0.9680107266436382,-0.6512223454249809,-0.7599814224409607,-0.849247420404746,-0.8223481695137373,-0.9662313590755804,-0.653890512724665,-1.0
12.278,-0.9138083852400968,-0.7369806082654702,-0.904546844334873,-0.7916009797647068,-0.9669373162885169,-0.6512209550780768,-0.7611128659765837,-0.8520238698734375,-0.8235726159812595,-0.9661811556478402,-0.6531440564250856,-1.0
12.777,-0.9132817174813426,-0.7371722030417657,-0.9046609729175141,-0.7917528587941967,-0.9670124535205246,-0.6512898085718304,-0.7597917638885171,-0.8512393179885246,-0.8229731069492703,-0.9679652402991977,-0.6532004472526035,-1.0
13.286,-0.9133099056783144,-0.737298389022245,-0.9052756029377509,-0.7914144884992933,-0.9670471206326984,-0.6510828363784471,-0.7593790135803946,-0.8487745399519331,-0.8219554606421686,-0.9673606970689134,-0.6532779987964558,-1.0
13.778,-0.9131547452198716,-0.7365253110249307,-0.9052060117460918,-0.7918676004810532,-0.966586681917826,-0.6507853440278745,-0.7605306221088202,-0.8484371781925385,-0.8233771509610753,-0.9663390764297287,-0.6521741599194595,-1.0
14.278,-0.9140106973397969,-0.7372401981071793,-0.905882144155492,-0.792093952135397,-0.9678159996255902,-0.6514115071442586,-0.7609568086718543,-0.8492809496207157,-0.8212780829178936,-0.9653885051856844,-0.6533343480284534,-1.0
14.776,-0.9133978590160038,-0.7358240681258338,-0.9048454227628377,-0.7907807886485902,-0.967593961157751,-0.6505916371275687,-0.7589234481713596,-0.8499004522124264,-0.8235124924603092,-0.9649969490102833,-0.6527032046050805,-1.0
15.288,-0.91330591864108,-0.7359453299867244,-0.9055670394710175,-0.7913442317993526,-0.9666194718001506,-0.6505847146372102,-0.7590360445166536,-0.8493372414314901,-0.8220662828985859,-0.9664359754585321,-0.6529821599797615,-1.0
15.778,-0.9132598686372388,-0.7366859749227481,-0.9054988292539278,-0.7914523051742084,-0.9685895640864617,-0.6508729856045348,-0.758108481856218,-0.8497839476456547,-0.8226378403543734,-0.965968196260985,-0.6532164653631277,-1.0
16.287,-0.91321772459858,-0.7369847875855013,-0.9051108065520433,-0.7916163265666403,-0.969151199796717,-0.6509267375716475,-0.7580988720408919,-0.8513336115368945,-0.8223340040175656,-0.9657354736180832,-0.6534290080304452,-1.0
16.777,-0.9124639292616464,-0.7374239877420304,-0.9044930127159273,-0.7912229155063062,-0.9682218566591453,-0.6515045971865189,-0.7588939373150126,-0.8490298681678401,-0.8229216159752034,-0.9664914026353136,-0.6529638245294423,-1.0
17.289,-0.9132160807031826,-0.737276605645982,-0.9055416901029858,-0.7920677180636653,-0.9672248380702538,-0.6512731592643735,-0.7596983215821005,-0.8517616623366803,-0.8213718768008147,-0.9654797497188107,-0.6540522672103456,-1.0
17.777,-0.912945856371556,-0.7381007454457674,-0.9049400883771652,-0.791851447592999,-0.968323139838182,-0.6510265292328672,-0.7591710894407102,-0.8495489133136844,-0.8229701511537119,-0.9659218485286157,-0.6533523874155442,-1.0
18.288,-0.9127576028570009,-0.7368352953793039,-0.9056506600850135,-0.7918024492488858,-0.9671112615050476,-0.6513025131521653,-0.7601160429476427,-0.8475706085234633,-0.8231462503536081,-0.9662381599022489,-0.6535937018712715,-1.0
18.776,-0.912952636154845,-0.7369427529200876,-0.9048874509114955,-0.7916390799973146,-0.9666631724580155,-0.651398378044566,-0.7601221714380991,-0.850211008234482,-0.8227592722144396,-0.9659004098010371,-0.6536207955083173,-1.0
19.277,-0.912865505710302,-0.737146939271647,-0.9056716866548753,-0.7916965874079028,-0.9671637194712669,-0.6515969582752167,-0.7598361303865233,-0.8515383789583665,-0.8222203256314657,-0.9654640590031629,-0.652827530404838,-1.0
19.789,-0.9131197468819087,-0.737356072981285,-0.9054390356940912,-0.791500006452778,-0.9672922226704802,-0.6509660112396644,-0.7593478834615214,-0.8502253055699521,-0.8211748990938184,-0.9657737530925936,-0.6529184454475258,-1.0
20.276,-0.9135263348035859,-0.7374559207886605,-0.9054124320544235,-0.7917652290421491,-0.9667726857262754,-0.6514792557598073,-0.7593948042493649,-0.8513403128774242,-0.8241540932333945,-0.9650145447411914,-0.6532302523356551,-1.0
