ROI,n_spikes,spike_times_s
ROI.000 [],29,26.786;31.778;35.778;37.778;40.278;41.777;48.794;51.278;54.278;57.279;66.278;73.278;76.278;100.778;102.780;114.278;119.278;146.788;149.778;156.779;159.278;161.278;164.277;173.778;182.778;186.278;188.277;193.778;195.777
ROI.12 [],5,81.278;88.281;122.287;130.778;135.278
ROI.07 [],3,85.278;88.281;133.279
ROI.04 [],3,85.278;88.281;130.778
