Time (s),ROI.01 [],ROI.02 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.000 []
0.257,-0.9419962788509698,-0.7716733390584131,-0.9101025631967323,-0.8180807355088224,-0.9745661346020815,-0.6739843406913057,-0.7674165011324487,-0.8474374612528723,-0.8649938225932611,-0.9624685289337628,-0.6763484018975674,-1.0
0.778,-0.9434970931089712,-0.7732426082259591,-0.9106294619526313,-0.818869242129197,-0.9744337950160483,-0.6753847586603181,-0.7693449482413878,-0.8483328095368434,-0.8621712636899747,-0.9631138335654136,-0.6781896052145786,-1.0
1.277,-0.9439075473494473,-0.772795964971354,-0.9102738466687251,-0.8187343442937648,-0.9735922120718598,-0.6745501659495379,-0.7699892577616761,-0.8460098569729321,-0.8611150416457373,-0.9637624126640733,-0.6769862468725885,-1.0
1.786,-0.9451995850800085,-0.773701156636433,-0.91056074637813,-0.8195503409599396,-0.9741658491176395,-0.6755944545105941,-0.7690351753132773,-0.8460905826882862,-0.8606115190925322,-0.9653736223505913,-0.6775114800961601,-1.0
2.278,-0.9456094373266417,-0.7731509996070656,-0.9114386174253212,-0.8198540291348765,-0.9754724313707976,-0.6756012095181781,-0.7688645698293298,-0.8485648873957903,-0.8637530309439774,-0.964926315178042,-0.6781287808920241,-1.0
2.777,-0.9462941887709583,-0.7726944725098307,-0.9114398756936429,-0.8195087882167353,-0.9757601361867552,-0.6761338248633636,-0.770301242210778,-0.8468289527908684,-0.8629639038003869,-0.9645561473643739,-0.6788878515291765,-1.0
3.277,-0.9472360170758861,-0.7730868555048593,-0.9123699978964277,-0.8204781388149902,-0.9761459023065533,-0.6768720194917485,-0.770090673454909,-0.8472357252463489,-0.8601330554437895,-0.9647278993045583,-0.6783485678722955,-1.0
3.793,-0.9476674828981281,-0.7739742430338048,-0.9123562494683044,-0.820897132733659,-0.9776430531453632,-0.6765725248622448,-0.7693685092650285,-0.8486018778312644,-0.8620725349575341,-0.9645163703368095,-0.6792643526616867,-1.0
4.277,-0.9474235104001475,-0.7739809066470095,-0.910962954357759,-0.8198686489299375,-0.9763617083477345,-0.676676898437412,-0.7687814980783255,-0.8485163923067758,-0.859495773797908,-0.9664958630228457,-0.6784499755258591,-1.0
4.779,-0.9480394518473989,-0.7730082618070513,-0.9114028437635049,-0.8203505306879106,-0.9777249008471541,-0.6769175938164611,-0.7679011171517295,-0.8495928052426024,-0.860535626789935,-0.9672127302207533,-0.6785700504029044,-1.0
