Condition_Group,Spike_Count,Avg_Latency_s,Median_Latency_s,Std_Latency_s,SEM_Latency_s
blue,7,43.49371428571428,53.77799999999999,14.688274095507676,5.5516457779236426
red,90,33.669222222222224,29.777,9.941698247278985,1.0479470090501823
