condition,condition_group,ROI,spike_time_s,amplitude
blue4,blue,ROI.01 [],110.785,0.1124415653104423
blue4,blue,ROI.01 [],184.277,0.6268869603280371
blue4,blue,ROI.06 [],110.785,0.1383006853623932
blue4,blue,ROI.06 [],152.778,0.139666048643674
blue4,blue,ROI.06 [],184.277,0.7562367600643373
blue4,blue,ROI.07 [],187.776,0.2287383325674776
blue4,blue,ROI.11 [],183.778,0.7003984893995646
red1,red,ROI.02 [],125.782,0.0413681594703582
red1,red,ROI.02 [],156.787,0.0441804832390363
red1,red,ROI.04 [],68.779,0.0572188006617929
red1,red,ROI.04 [],75.777,0.0621695073103911
red1,red,ROI.04 [],123.776,0.0534345588378903
red1,red,ROI.04 [],153.285,0.0692451224655809
red1,red,ROI.08 [],75.278,0.0355197379813178
red1,red,ROI.08 [],123.277,0.0391888940121508
red1,red,ROI.08 [],154.276,0.0322736793321062
red1,red,ROI.10 [],119.288,0.0858244074884047
red1,red,ROI.10 [],162.277,0.0684576838927021
red1,red,ROI.12 [],126.786,0.0684133091261026
red2,red,ROI.04 [],77.777,0.0690861004505826
red2,red,ROI.04 [],128.279,0.088771565232437
red2,red,ROI.04 [],150.778,0.0889302382971803
red2,red,ROI.09 [],52.282,0.0359685117514629
red2,red,ROI.09 [],79.284,0.0391470289927033
red2,red,ROI.09 [],110.788,0.0393543582966948
red2,red,ROI.09 [],129.778,0.0474279370161023
red2,red,ROI.10 [],55.778,0.0454809833841768
red2,red,ROI.10 [],61.787,0.0398341560152731
red2,red,ROI.10 [],79.284,0.061009606504424
red2,red,ROI.10 [],108.289,0.0395013690356589
red2,red,ROI.10 [],123.287,0.0458607071742761
red2,red,ROI.10 [],156.786,0.0416612635340117
red3,red,ROI.04 [],153.278,0.0793653558239655
red3,red,ROI.09 [],128.788,0.0365091817012561
red3,red,ROI.09 [],154.779,0.0393424790634907
red3,red,ROI.12 [],153.777,0.0710043865489671
red4,red,ROI.02 [],57.776,0.0424143402560975
red4,red,ROI.02 [],106.278,0.0452264925405197
red4,red,ROI.04 [],59.778,0.0759550737932098
red4,red,ROI.04 [],75.277,0.0655007887780954
red4,red,ROI.04 [],104.286,0.062520997731907
red4,red,ROI.04 [],122.778,0.0720740545595031
red4,red,ROI.04 [],152.786,0.0733086945176876
red4,red,ROI.05 [],101.778,0.0293069920930826
red4,red,ROI.05 [],128.278,0.0215516788439192
red4,red,ROI.05 [],156.286,0.0267877814422315
red4,red,ROI.05 [],179.278,0.0290587523278953
red4,red,ROI.03 [],57.776,0.0645250850356346
red4,red,ROI.03 [],109.285,0.073876956602339
red4,red,ROI.03 [],128.778,0.0558927480472657
red4,red,ROI.03 [],158.277,0.0635107543042464
red4,red,ROI.07 [],62.277,0.0484709449041643
red4,red,ROI.07 [],75.277,0.0541116212212252
red4,red,ROI.07 [],106.777,0.0430356123558784
red4,red,ROI.07 [],121.784,0.0383469150758546
red4,red,ROI.08 [],53.277,0.0438944424087266
red4,red,ROI.08 [],108.294,0.0368476808387527
red4,red,ROI.08 [],125.778,0.0448604673629741
red4,red,ROI.08 [],158.277,0.0383768303451031
red4,red,ROI.09 [],51.788,0.0404870395736512
red4,red,ROI.09 [],105.277,0.0381004386223763
red4,red,ROI.09 [],122.285,0.0402407895536259
red4,red,ROI.10 [],106.278,0.0452853301279215
red4,red,ROI.10 [],125.778,0.0434932953140001
red4,red,ROI.10 [],153.278,0.0483287289831695
red4,red,ROI.12 [],59.778,0.0697123467904864
red4,red,ROI.12 [],78.288,0.0806746498586784
red4,red,ROI.12 [],127.777,0.0706726556992706
red4,red,ROI.13 [],57.776,0.0645250850356346
red4,red,ROI.13 [],109.285,0.073876956602339
red4,red,ROI.13 [],128.778,0.0558927480472657
red4,red,ROI.13 [],158.277,0.0635107543042464
red4,red,ROI.14 [],54.782,0.0267186052303133
red4,red,ROI.14 [],101.778,0.0309313055730361
red4,red,ROI.14 [],129.778,0.0214477569218311
red4,red,ROI.14 [],156.286,0.0294129399036634
red4,red,ROI.14 [],179.278,0.0265920921284232
red6,red,ROI.01 [],120.278,0.0670931332769002
red6,red,ROI.09 [],115.787,0.0904684686088032
red6,red,ROI.11 [],122.276,0.1093631883991105
red7,red,ROI.01 [],61.788,0.9921592073080208
red7,red,ROI.01 [],100.775,1.0660430895119066
red7,red,ROI.02 [],106.778,0.0552699194917042
red7,red,ROI.03 [],62.28,0.1282978783709107
red7,red,ROI.03 [],100.775,0.1038137436493007
red7,red,ROI.06 [],61.788,1.212425289261902
red7,red,ROI.06 [],100.775,1.3078602772378347
red7,red,ROI.07 [],106.778,0.0790052802342799
red7,red,ROI.08 [],106.288,0.0597283736106176
red7,red,ROI.09 [],59.776,0.1114901222298872
red7,red,ROI.11 [],61.276,1.192651631056042
red7,red,ROI.11 [],100.277,1.3411544804764084
red7,red,ROI.13 [],62.28,0.1282978783709107
red7,red,ROI.13 [],100.775,0.1038137436493007
red8,red,ROI.03 [],58.777,0.2836180378441134
red8,red,ROI.08 [],174.778,0.1075614459115691
red8,red,ROI.13 [],58.777,0.2836180378441134
