ROI,n_spikes,Mean_Amplitude,SEM
ROI.01 [],3,0.48861951483536786,0.28400564506228254
ROI.02 [],1,0.0552699194917042,0.0
ROI.03 [],2,0.19983692442710954,0.08378111341700384
ROI.06 [],2,0.8024386406366683,0.4577041426132001
ROI.07 [],2,0.15387180640087875,0.07486652616659885
ROI.08 [],2,0.08364490976109334,0.02391653615047575
ROI.09 [],2,0.1009792954193452,0.010510826810542002
ROI.11 [],3,0.6922215778549669,0.3341779877789058
ROI.13 [],2,0.19983692442710954,0.08378111341700384
