Time (s),ROI.16 []
0.264,0.00043416963846015143
0.778,0.008640409602886326
1.278,0.003784649567877784
1.779,0.001577485142558322
2.279,0.0062963427948336745
2.789,0.007921320311810767
3.279,0.006686093428381125
3.778,0.0037105326079329543
4.278,0.003219173417916833
4.777,0.005545493354735393
5.278,0.009312454856094107
5.777,0.003679242868569444
6.277,0.005966851052099216
6.778,0.0033086947330587062
7.277,0.0014358948038834544
7.778,0.004187627070016861
8.277,0.0002643789343114147
8.789,0.00302063990676586
9.278,0.0056918819024169695
9.777,0.0038623412524363466
10.288,0.0013040065558217405
10.778,0.008396042080173041
11.278,6.795334038556577e-05
11.778,0.0009742276919326549
12.278,0.004620665785634192
12.778,0.0009293816400842709
13.278,0.0022254839028384528
13.787,0.0011584023974058686
14.279,0.004266049021213478
14.78,-0.00026242707320755745
15.281,0.005650491028370574
15.786,0.00415522218552172
16.285,0.006602564810678241
16.779,0.0012983145952421538
17.277,0.0022890304545084006
17.78,0.004217554327603903
18.279,0.010176340210608648
18.784,0.004116036094930238
19.279,0.005654174099762069
19.778,0.003980097764143012
20.278,0.010107850887508745
20.777,0.0028615560876127854
21.278,0.006495659874950975
21.789,0.003351188642984545
22.278,0.014441914131952288
22.778,0.0007642450081968428
23.277,0.005492795263269888
23.787,0.0033988034031376705
24.278,0.009496125381659741
24.777,-0.0003662496912890003
25.278,0.0038736213349210677
25.777,0.0038122374851891857
26.287,0.005096796976719837
26.778,0.00555079119160651
27.288,0.008609940252580401
27.778,0.006228738662940132
28.29,0.0058469106944581215
28.777,0.0010135300606303262
29.278,0.0035803722277129866
29.778,0.00471896264728839
30.277,0.001994683227380672
30.778,0.01029104577455923
31.278,0.0016416220532467303
31.778,0.0032736412974990873
32.278,0.0008117459541514722
32.789,0.002809726303229644
33.283,-7.26412454101114e-05
33.776,0.00817396777298063
34.292,0.0014609750555987047
34.777,0.0031548291451171896
35.294,-0.0007035650814314566
35.777,0.0026505085099288402
36.288,0.007209530587111693
36.777,0.0058683538174275586
37.276,-0.0035175640948327393
37.787,0.003602046213087567
38.277,-0.00019556685317325472
38.787,0.0038729619480740757
39.276,-0.002422255545643922
39.777,0.006505015665222423
40.277,0.0003197195385600305
40.777,0.00497654782922034
41.279,0.006255890256517107
41.778,0.0054277475024804775
42.284,0.0026116513683977056
42.778,0.004174752602310752
43.277,0.0022845748698796194
43.777,0.015915132407070338
44.289,0.003926420143089171
44.777,0.00913005549679192
45.288,0.003515195682134532
45.778,0.012022186605892826
46.277,0.0010615908466690717
46.778,0.0029197525058193845
47.278,0.005913405194775162
47.786,0.0042665614431309905
48.278,0.007159800832972644
48.778,0.010560838460331175
49.278,0.004946136736597859
49.781,0.0017403043787684981
50.285,0.004204330632901225
50.784,0.0032339724989752685
51.286,0.0011249645956277444
51.778,0.005367397587094897
52.278,0.0003210651521030059
52.778,0.002606321674945612
53.278,0.001742620469295005
53.776,0.009315883258597559
54.287,0.00935545662722376
54.784,0.004635433393886759
55.283,0.0014515569789384215
55.778,0.005025258233585657
56.278,0.009602964110574803
56.777,-0.002829238175644922
57.278,0.00642161024703926
57.778,0.004546803568137637
58.277,0.0023024219732803294
58.778,0.0009044004987032805
59.288,0.00035091814667794077
59.779,0.005590825404872761
60.278,-0.005490659825477083
60.777,0.010883812041634225
61.287,0.008661289711834913
61.778,0.011033583399968336
62.279,0.0005926501050814036
62.777,0.0031359264381933846
63.29,0.006491008663426696
63.778,0.006619402538303312
64.278,0.00961139067382554
