ROI,n_spikes,spike_times_s
ROI.20 [],21,17.285;28.778;37.778;46.277;53.778;65.777;75.278;84.777;91.276;99.289;108.777;122.777;128.777;134.779;139.777;152.777;159.288;173.777;180.277;187.777;194.280
ROI.16 [],14,32.278;46.277;57.784;65.777;83.777;93.278;115.276;123.778;146.278;152.777;162.776;170.781;191.277;198.288
ROI.27 [],7,19.777;67.277;71.777;76.785;114.797;133.277;164.277
ROI.31 [],3,96.779;162.776;187.777
ROI.F [],2,96.779;187.777
ROI.30 [],2,43.777;113.779
