ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.05 [],74.787,24.787000000000006,30,50
ROI.05 [],120.778,20.778000000000006,80,100
ROI.05 [],198.785,48.785,130,150
ROI.18 [],74.787,24.787000000000006,30,50
ROI.19 [],74.787,24.787000000000006,30,50
ROI.19 [],110.277,10.277000000000001,80,100
ROI.19 [],156.776,6.7760000000000105,130,150
ROI.20 [],55.783,5.783000000000001,30,50
ROI.20 [],135.778,0.0,130,150
ROI.21 [],56.778,6.777999999999999,30,50
ROI.21 [],81.78,0.0,80,100
ROI.21 [],160.792,10.792000000000002,130,150
