ROI,mean0,sd0,thr
ROI.02 [],0.06108895105348738,0.021816663056618533,0.17017226633658003
ROI.03 [],0.08392237808341434,0.05972669585216418,0.38255585734423525
ROI.04 [],-0.0529097027838757,0.015731293944463296,0.025746766938440774
ROI.05 [],-0.08248540072819233,0.011854333021145467,-0.02321373562246499
ROI.06 [],-0.027984905442792796,0.015235478179891883,0.048192485456666614
ROI.07 [],-0.046457731983245515,0.010090706723794798,0.003995801635728477
ROI.08 [],-0.0468766464151285,0.024195830129023124,0.07410250422998713
ROI.09 [],0.00819055773308577,0.005260856226812016,0.03449483886714585
ROI.10 [],0.031010166112661355,0.009171032996523592,0.07686533109527932
ROI.11 [],0.04684715014883436,0.008229260121773462,0.08799345075770167
ROI.12 [],-0.11687977266246864,0.02362394295266357,0.0012399421008492117
ROI.13 [],-0.05262736292041275,0.010682688264721551,0.0007860784031950077
ROI.14 [],0.07985149757991993,0.01067537978340626,0.13322839649695123
ROI.15 [],0.0592744992625382,0.008092093221066474,0.09973496536787058
ROI.16 [],0.08911250550919061,0.010304882891087868,0.14063691996462996
ROI.17 [],0.026561410623515767,0.007797779200436257,0.06555030662569705
ROI.18 [],-0.11060235200992913,0.01873057072955552,-0.01694949836215154
ROI.19 [],-0.046943355160126383,0.008146944200953164,-0.006208634155360569
ROI.20 [],0.012210642010430466,0.003608612388072693,0.030253703950793933
ROI.21 [],0.010936150002422384,0.008948207383932445,0.05567718692208461
ROI.22 [],0.040538188451264494,0.019419214161535116,0.13763425925894007
ROI.23 [],-0.030505023259576092,0.008235756619450866,0.010673759837678234
ROI.000 [],-0.04835855588908632,0.009292941244269647,-0.00189384966773809
ROI.24 [],-0.11955289775577166,0.09715826881360122,0.36623844631223446
ROI.25 [],0.02178162532433703,0.008198739396627826,0.06277532230747615
