ROI,n_spikes,spike_times_s
ROI.08 [],3,50.777;100.777;150.277
ROI.01 [],1,50.777
ROI.03 [],1,50.777
ROI.06 [],1,50.777
ROI.07 [],1,50.777
ROI.13 [],1,100.777
