ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.D [],41.278,11.277999999999999,30,50
ROI.D [],149.28,19.28,130,150
ROI.D [],176.296,46.29599999999999,130,150
ROI.02 [],37.288,7.287999999999997,30,50
ROI.06 [],31.776,1.7759999999999998,30,50
ROI.22 [],41.278,11.277999999999999,30,50
ROI.22 [],149.28,19.28,130,150
ROI.22 [],176.296,46.29599999999999,130,150
