ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.E [],1,26.78800000000001,26.78800000000001,0.0,26.78800000000001,26.78800000000001
ROI.F [],2,37.2915,37.2915,3.5035000000000025,33.788,40.795
ROI.09 [],1,25.27799999999999,25.27799999999999,0.0,25.27799999999999,25.27799999999999
ROI.10 [],1,26.27600000000001,26.27600000000001,0.0,26.27600000000001,26.27600000000001
ROI.11 [],1,26.78800000000001,26.78800000000001,0.0,26.78800000000001,26.78800000000001
ROI.12 [],1,30.78800000000001,30.78800000000001,0.0,30.78800000000001,30.78800000000001
ROI.13 [],1,27.77799999999999,27.77799999999999,0.0,27.77799999999999,27.77799999999999
ROI.14 [],1,31.776999999999987,31.776999999999987,0.0,31.776999999999987,31.776999999999987
ROI.16 [],1,27.276999999999987,27.276999999999987,0.0,27.276999999999987,27.276999999999987
ROI.19 [],1,29.278999999999996,29.278999999999996,0.0,29.278999999999996,29.278999999999996
ROI.21 [],1,30.282999999999987,30.282999999999987,0.0,30.282999999999987,30.282999999999987
ROI.22 [],10,21.928299999999997,20.780499999999996,15.80984548343215,2.277000000000001,54.77799999999999
ROI.31 [],2,37.2775,37.2775,4.000500000000002,33.277,41.278000000000006
