ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.01 [],38.007999999999996,0.0,30,50
ROI.01 [],88.00799999999998,0.0,80,100
ROI.01 [],138.00799999999998,0.0,130,150
ROI.02 [],30.107999999999993,0.0,30,50
ROI.02 [],80.10799999999998,0.0,80,100
ROI.02 [],130.108,0.0,130,150
ROI.04 [],30.107999999999993,0.0,30,50
ROI.04 [],80.10799999999998,0.0,80,100
ROI.04 [],130.108,0.0,130,150
ROI.05 [],36.80799999999999,0.0,30,50
ROI.05 [],86.80799999999998,0.0,80,100
ROI.05 [],136.808,0.0,130,150
ROI.03 [],38.007999999999996,0.0,30,50
ROI.03 [],88.00799999999998,0.0,80,100
ROI.03 [],138.00799999999998,0.0,130,150
ROI.06 [],38.007999999999996,0.0,30,50
ROI.06 [],88.00799999999998,0.0,80,100
ROI.06 [],138.00799999999998,0.0,130,150
ROI.07 [],30.107999999999993,0.0,30,50
ROI.07 [],80.10799999999998,0.0,80,100
ROI.07 [],130.108,0.0,130,150
ROI.08 [],34.80799999999999,0.0,30,50
ROI.08 [],84.80799999999998,0.0,80,100
ROI.08 [],136.108,0.0,130,150
ROI.09 [],30.107999999999993,0.0,30,50
ROI.09 [],80.10799999999998,0.0,80,100
ROI.09 [],130.108,0.0,130,150
ROI.10 [],35.907999999999994,0.0,30,50
ROI.10 [],85.90799999999997,0.0,80,100
ROI.10 [],135.90799999999996,0.0,130,150
ROI.11 [],35.907999999999994,0.0,30,50
ROI.11 [],85.90799999999997,0.0,80,100
ROI.11 [],136.70799999999997,0.0,130,150
ROI.12 [],36.30799999999999,0.0,30,50
ROI.12 [],86.30799999999998,0.0,80,100
ROI.12 [],136.308,0.0,130,150
ROI.13 [],36.30799999999999,0.0,30,50
ROI.13 [],86.30799999999998,0.0,80,100
ROI.13 [],136.308,0.0,130,150
ROI.14 [],35.907999999999994,0.0,30,50
ROI.14 [],85.90799999999997,0.0,80,100
ROI.14 [],136.70799999999997,0.0,130,150
