ROI,mean0,sd0,thr
ROI.01 [],0.8560674896726735,0.01664683053762722,0.9393016423608096
ROI.02 [],1.0684383937637272,0.018015687180632484,1.1585168296668895
ROI.03 [],0.9625150359825357,0.02790068307954579,1.1020184513802647
ROI.04 [],1.5913300593032085,0.01295019209814483,1.6560810197939326
ROI.05 [],0.912730569149674,0.020684095401094484,1.0161510461551464
ROI.06 [],1.2683838358206,0.02100133834852714,1.3733905275632359
ROI.07 [],1.1282030145691493,0.022546675956436283,1.2409363943513307
ROI.08 [],1.1239098525536042,0.06003235737823567,1.4240716394447825
ROI.09 [],0.9159917331725272,0.007079005756021202,0.9513867619526333
ROI.10 [],0.8703356933933147,0.012322963979434937,0.9319505132904894
ROI.11 [],1.0370619150308007,0.009121914293890119,1.0826714865002514
ROI.12 [],1.2676252496264073,0.015451161452584872,1.3448810568893317
ROI.13 [],1.5049892399137454,0.018508387228992527,1.597531176058708
ROI.14 [],0.9746473755998991,0.003389114049711264,0.9915929458484555
ROI.15 [],0.9704362104539129,0.00417979657314905,0.9913351933196581
ROI.16 [],0.9640939804023081,0.0031917643338698724,0.9800528020716575
ROI.17 [],0.9387811661648175,0.007064184347806833,0.9741020879038517
ROI.18 [],1.236853213486449,0.017344902576555493,1.3235777263692263
ROI.19 [],1.370778796780858,0.02656417376923535,1.5035996656270347
ROI.20 [],0.90988160746614,0.009199313240609092,0.9558781736691855
ROI.21 [],1.0631194708075498,0.01680967032456397,1.1471678224303696
ROI.22 [],0.7444916495521702,0.005222485136194863,0.7706040752331444
ROI.23 [],1.1328174205663184,0.03510493151143068,1.3083420781234718
ROI.24 [],1.4078989833641578,0.016267517856307555,1.4892365726456955
ROI.25 [],0.9556242254531558,0.004245266163269861,0.9768505562695051
