ROI_A,ROI_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.01 [],ROI.02 [],16,7,22.091375,30.849857142857154,0.13265450691924904,ns
ROI.01 [],ROI.03 [],16,10,22.091375,26.829700000000003,0.3701004908504132,ns
ROI.01 [],ROI.04 [],16,10,22.091375,29.629,0.06901681800293338,ns
ROI.01 [],ROI.05 [],16,6,22.091375,17.693333333333335,0.9705879422916089,ns
ROI.01 [],ROI.06 [],16,7,22.091375,21.49285714285714,0.8149189826765652,ns
ROI.01 [],ROI.07 [],16,6,22.091375,34.86016666666668,0.0832294640344176,ns
ROI.01 [],ROI.08 [],16,10,22.091375,28.0785,0.21550895222294442,ns
ROI.01 [],ROI.09 [],16,11,22.091375,29.146,0.15961376502653413,ns
ROI.01 [],ROI.10 [],16,12,22.091375,26.115999999999996,0.2364891614598833,ns
ROI.01 [],ROI.11 [],16,6,22.091375,27.77783333333333,0.4608681908815231,ns
ROI.01 [],ROI.12 [],16,6,22.091375,31.778833333333324,0.13351560719981773,ns
ROI.01 [],ROI.13 [],16,9,22.091375,22.00111111111111,0.6102471140727572,ns
ROI.01 [],ROI.14 [],16,8,22.091375,17.902875,0.9267966867196717,ns
ROI.02 [],ROI.03 [],7,10,30.849857142857154,26.829700000000003,0.5891525794300221,ns
ROI.02 [],ROI.04 [],7,10,30.849857142857154,29.629,1.0,ns
ROI.02 [],ROI.05 [],7,6,30.849857142857154,17.693333333333335,0.07017791923360657,ns
ROI.02 [],ROI.06 [],7,7,30.849857142857154,21.49285714285714,0.3061529506899894,ns
ROI.02 [],ROI.07 [],7,6,30.849857142857154,34.86016666666668,0.5650247805077633,ns
ROI.02 [],ROI.08 [],7,10,30.849857142857154,28.0785,0.8833332017283606,ns
ROI.02 [],ROI.09 [],7,11,30.849857142857154,29.146,0.9276879097180547,ns
ROI.02 [],ROI.10 [],7,12,30.849857142857154,26.115999999999996,0.7347562479543921,ns
ROI.02 [],ROI.11 [],7,6,30.849857142857154,27.77783333333333,0.9429784240576059,ns
ROI.02 [],ROI.12 [],7,6,30.849857142857154,31.778833333333324,0.8293986370624102,ns
ROI.02 [],ROI.13 [],7,9,30.849857142857154,22.00111111111111,0.3371840211417765,ns
ROI.02 [],ROI.14 [],7,8,30.849857142857154,17.902875,0.05400644371208492,ns
ROI.03 [],ROI.04 [],10,10,26.829700000000003,29.629,0.24061307571063617,ns
ROI.03 [],ROI.05 [],10,6,26.829700000000003,17.693333333333335,0.2992323961122578,ns
ROI.03 [],ROI.06 [],10,7,26.829700000000003,21.49285714285714,0.7694231921623174,ns
ROI.03 [],ROI.07 [],10,6,26.829700000000003,34.86016666666668,0.25335036080712126,ns
ROI.03 [],ROI.08 [],10,10,26.829700000000003,28.0785,0.5198945163559368,ns
ROI.03 [],ROI.09 [],10,11,26.829700000000003,29.146,0.37811820279193553,ns
ROI.03 [],ROI.10 [],10,12,26.829700000000003,26.115999999999996,0.6205332152811773,ns
ROI.03 [],ROI.11 [],10,6,26.829700000000003,27.77783333333333,0.7861121047867433,ns
ROI.03 [],ROI.12 [],10,6,26.829700000000003,31.778833333333324,0.30138692291704927,ns
ROI.03 [],ROI.13 [],10,9,26.829700000000003,22.00111111111111,0.742109297474677,ns
ROI.03 [],ROI.14 [],10,8,26.829700000000003,17.902875,0.26423819617542044,ns
ROI.04 [],ROI.05 [],10,6,29.629,17.693333333333335,0.044163604222008435,*
ROI.04 [],ROI.06 [],10,7,29.629,21.49285714285714,0.19323323735088443,ns
ROI.04 [],ROI.07 [],10,6,29.629,34.86016666666668,0.4152508267059215,ns
ROI.04 [],ROI.08 [],10,10,29.629,28.0785,1.0,ns
ROI.04 [],ROI.09 [],10,11,29.629,29.146,0.9438428554973262,ns
ROI.04 [],ROI.10 [],10,12,29.629,26.115999999999996,0.7665513312016436,ns
ROI.04 [],ROI.11 [],10,6,29.629,27.77783333333333,0.6353646353646354,ns
ROI.04 [],ROI.12 [],10,6,29.629,31.778833333333324,0.74433670157124,ns
ROI.04 [],ROI.13 [],10,9,29.629,22.00111111111111,0.09358897960451004,ns
ROI.04 [],ROI.14 [],10,8,29.629,17.902875,0.04514332212678295,*
ROI.05 [],ROI.06 [],6,7,17.693333333333335,21.49285714285714,0.7206168929939794,ns
ROI.05 [],ROI.07 [],6,6,17.693333333333335,34.86016666666668,0.06366939258407966,ns
ROI.05 [],ROI.08 [],6,10,17.693333333333335,28.0785,0.14193958020766975,ns
ROI.05 [],ROI.09 [],6,11,17.693333333333335,29.146,0.11837261642407251,ns
ROI.05 [],ROI.10 [],6,12,17.693333333333335,26.115999999999996,0.1735575803650311,ns
ROI.05 [],ROI.11 [],6,6,17.693333333333335,27.77783333333333,0.3776423913808655,ns
ROI.05 [],ROI.12 [],6,6,17.693333333333335,31.778833333333324,0.09041206470009694,ns
ROI.05 [],ROI.13 [],6,9,17.693333333333335,22.00111111111111,0.4395431495882429,ns
ROI.05 [],ROI.14 [],6,8,17.693333333333335,17.902875,0.8440631332945912,ns
ROI.06 [],ROI.07 [],7,6,21.49285714285714,34.86016666666668,0.13752913752913754,ns
ROI.06 [],ROI.08 [],7,10,21.49285714285714,28.0785,0.31478815302344715,ns
ROI.06 [],ROI.09 [],7,11,21.49285714285714,29.146,0.3283056812468577,ns
ROI.06 [],ROI.10 [],7,12,21.49285714285714,26.115999999999996,0.38445661665475905,ns
ROI.06 [],ROI.11 [],7,6,21.49285714285714,27.77783333333333,0.8356643356643356,ns
ROI.06 [],ROI.12 [],7,6,21.49285714285714,31.778833333333324,0.2948717948717949,ns
ROI.06 [],ROI.13 [],7,9,21.49285714285714,22.00111111111111,1.0,ns
ROI.06 [],ROI.14 [],7,8,21.49285714285714,17.902875,0.772139521993872,ns
ROI.07 [],ROI.08 [],6,10,34.86016666666668,28.0785,0.4473648790469342,ns
ROI.07 [],ROI.09 [],6,11,34.86016666666668,29.146,0.42109477745588186,ns
ROI.07 [],ROI.10 [],6,12,34.86016666666668,26.115999999999996,0.2608080290043232,ns
ROI.07 [],ROI.11 [],6,6,34.86016666666668,27.77783333333333,0.48484848484848486,ns
ROI.07 [],ROI.12 [],6,6,34.86016666666668,31.778833333333324,0.748348568843747,ns
ROI.07 [],ROI.13 [],6,9,34.86016666666668,22.00111111111111,0.11033192931409323,ns
ROI.07 [],ROI.14 [],6,8,34.86016666666668,17.902875,0.032389833464259714,*
ROI.08 [],ROI.09 [],10,11,28.0785,29.146,0.9438428554973262,ns
ROI.08 [],ROI.10 [],10,12,28.0785,26.115999999999996,0.8431467657923879,ns
ROI.08 [],ROI.11 [],10,6,28.0785,27.77783333333333,0.8748751248751249,ns
ROI.08 [],ROI.12 [],10,6,28.0785,31.778833333333324,0.6641575296155062,ns
ROI.08 [],ROI.13 [],10,9,28.0785,22.00111111111111,0.26950235815669366,ns
ROI.08 [],ROI.14 [],10,8,28.0785,17.902875,0.11920122688970611,ns
ROI.09 [],ROI.10 [],11,12,29.146,26.115999999999996,0.8776566975758212,ns
