Term,Coefficient,Std_Error,z_value,p_value,Significance
Intercept,-5.021917048747212,8.656907693660283,-0.5801051861076114,0.5618436866692519,ns
C(condition_group)[T.blue],26.23767015318466,8.915492042493423,2.9429301297258172,0.0032512178696479485,**
C(condition_group)[T.red],5.3178589584663305,8.667221449232892,0.6135598345577056,0.5395062321053239,ns
ROI (random effect var),26.488330977900198,,,,
