Term,Coefficient,Std_Error,z_value,p_value,Significance
Intercept,1.1358762801082356,0.1566376271131278,7.251618279992687,4.118211610940582e-13,***
C(condition_group)[T.1mw],-0.18603062010274482,0.5778820811231119,-0.3219179590085142,0.7475148475013178,ns
C(condition_group)[T.20s],0.35972767481901724,0.18759087712404063,1.917618171704345,0.055159444266477425,ns
C(condition_group)[T.2hz],0.2563216683615719,0.29523657720144647,0.8681907600719742,0.3852899116939176,ns
C(condition_group)[T.2mw],-0.13921118892302595,0.34165409673698344,-0.4074623727699519,0.6836684245322282,ns
C(condition_group)[T.5hz],0.28183371825492703,0.21538349765086368,1.3085204824363057,0.19069683196572174,ns
C(condition_group)[T.5s],0.821764921792607,0.3144741859482248,2.613139515139417,0.008971467104086295,**
C(condition_group)[T.Ctrl],-0.18240199872898516,0.38081965686631425,-0.47897212089820485,0.631958462149177,ns
ROI (random effect var),0.00973367945090146,,,,
