ROI,Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.22 [],20s,5s,7,7,0.3678844723419049,0.30217808459979417,0.20862470862470864,ns
ROI.22 [],20s,Ctrl,7,2,0.3678844723419049,0.2675226920962235,0.6666666666666666,ns
ROI.22 [],2hz,5hz,4,1,0.2538293309881399,0.2656381447366228,1.0,ns
ROI.22 [],2hz,5s,4,7,0.2538293309881399,0.30217808459979417,0.16363636363636364,ns
ROI.22 [],2hz,Ctrl,4,2,0.2538293309881399,0.2675226920962235,1.0,ns
ROI.22 [],5hz,5s,1,7,0.2656381447366228,0.30217808459979417,1.0,ns
ROI.22 [],5hz,Ctrl,1,2,0.2656381447366228,0.2675226920962235,1.0,ns
ROI.22 [],5s,Ctrl,7,2,0.30217808459979417,0.2675226920962235,0.8888888888888888,ns
ROI.31 [],10s,1mw,1,1,0.1921900787160142,0.3050395130102889,1.0,ns
ROI.31 [],10s,2hz,1,6,0.1921900787160142,0.35222454188089986,1.0,ns
ROI.31 [],10s,5hz,1,4,0.1921900787160142,0.36945614887288886,1.0,ns
ROI.31 [],10s,5s,1,2,0.1921900787160142,0.3867442786982323,1.0,ns
ROI.31 [],10s,Ctrl,1,1,0.1921900787160142,0.1101129950004886,1.0,ns
ROI.31 [],1mw,2hz,1,6,0.3050395130102889,0.35222454188089986,1.0,ns
ROI.31 [],1mw,5hz,1,4,0.3050395130102889,0.36945614887288886,1.0,ns
ROI.31 [],1mw,5s,1,2,0.3050395130102889,0.3867442786982323,1.0,ns
ROI.31 [],1mw,Ctrl,1,1,0.3050395130102889,0.1101129950004886,1.0,ns
ROI.31 [],2hz,5hz,6,4,0.35222454188089986,0.36945614887288886,0.6095238095238095,ns
ROI.31 [],2hz,5s,6,2,0.35222454188089986,0.3867442786982323,0.6428571428571428,ns
ROI.31 [],2hz,Ctrl,6,1,0.35222454188089986,0.1101129950004886,1.0,ns
ROI.31 [],5hz,5s,4,2,0.36945614887288886,0.3867442786982323,0.5333333333333333,ns
ROI.31 [],5hz,Ctrl,4,1,0.36945614887288886,0.1101129950004886,1.0,ns
ROI.31 [],5s,Ctrl,2,1,0.3867442786982323,0.1101129950004886,1.0,ns
ROI.A [],20s,2mw,1,1,0.0352352642507972,0.0372968398372107,1.0,ns
ROI.A [],20s,5s,1,1,0.0352352642507972,0.0245005208030205,1.0,ns
ROI.A [],2mw,5s,1,1,0.0372968398372107,0.0245005208030205,1.0,ns
ROI.B [],20s,2mw,1,1,0.0140576068892621,0.0105787015176906,1.0,ns
ROI.C [],2mw,Ctrl,1,1,0.0553981344632622,0.0315259267585782,1.0,ns
ROI.D [],20s,2hz,6,4,0.3802719505429431,0.26455441855208056,0.11428571428571428,ns
ROI.D [],20s,2mw,6,1,0.3802719505429431,0.1928958703685877,1.0,ns
ROI.D [],20s,5hz,6,1,0.3802719505429431,0.2814626041891723,1.0,ns
ROI.D [],20s,5s,6,8,0.3802719505429431,0.29840028183495615,0.029304029304029304,*
ROI.D [],20s,Ctrl,6,1,0.3802719505429431,0.4424742155852585,1.0,ns
ROI.D [],2hz,2mw,4,1,0.26455441855208056,0.1928958703685877,1.0,ns
ROI.D [],2hz,5hz,4,1,0.26455441855208056,0.2814626041891723,1.0,ns
ROI.D [],2hz,5s,4,8,0.26455441855208056,0.29840028183495615,0.6828282828282828,ns
ROI.D [],2hz,Ctrl,4,1,0.26455441855208056,0.4424742155852585,1.0,ns
ROI.D [],2mw,5hz,1,1,0.1928958703685877,0.2814626041891723,1.0,ns
ROI.D [],2mw,5s,1,8,0.1928958703685877,0.29840028183495615,1.0,ns
ROI.D [],2mw,Ctrl,1,1,0.1928958703685877,0.4424742155852585,1.0,ns
ROI.D [],5hz,5s,1,8,0.2814626041891723,0.29840028183495615,1.0,ns
ROI.D [],5hz,Ctrl,1,1,0.2814626041891723,0.4424742155852585,1.0,ns
ROI.D [],5s,Ctrl,8,1,0.29840028183495615,0.4424742155852585,1.0,ns
ROI.E [],10s,20s,3,5,0.10751692443744687,0.18441927257590765,0.25,ns
ROI.E [],10s,2hz,3,1,0.10751692443744687,0.1370354952917028,1.0,ns
ROI.E [],10s,5hz,3,3,0.10751692443744687,0.15266188152481983,1.0,ns
ROI.E [],20s,2hz,5,1,0.18441927257590765,0.1370354952917028,1.0,ns
ROI.E [],20s,5hz,5,3,0.18441927257590765,0.15266188152481983,0.7857142857142857,ns
ROI.E [],2hz,5hz,1,3,0.1370354952917028,0.15266188152481983,1.0,ns
ROI.F [],10s,1mw,1,1,0.2506457307099185,0.2547148646364286,1.0,ns
ROI.F [],10s,2hz,1,6,0.2506457307099185,0.333674172456863,1.0,ns
ROI.F [],10s,5hz,1,3,0.2506457307099185,0.3939078237785991,1.0,ns
ROI.F [],10s,5s,1,2,0.2506457307099185,0.3575719563205104,1.0,ns
ROI.F [],1mw,2hz,1,6,0.2547148646364286,0.333674172456863,1.0,ns
ROI.F [],1mw,5hz,1,3,0.2547148646364286,0.3939078237785991,1.0,ns
ROI.F [],1mw,5s,1,2,0.2547148646364286,0.3575719563205104,1.0,ns
ROI.F [],2hz,5hz,6,3,0.333674172456863,0.3939078237785991,0.38095238095238093,ns
ROI.F [],2hz,5s,6,2,0.333674172456863,0.3575719563205104,0.6428571428571428,ns
ROI.F [],5hz,5s,3,2,0.3939078237785991,0.3575719563205104,1.0,ns
