ROI,n_spikes,spike_times_s
ROI.000 [],26,27.778;39.778;46.276;56.278;60.278;67.277;77.277;82.279;89.777;92.277;96.279;100.778;103.286;104.275;105.785;114.277;132.287;141.278;148.788;150.778;157.285;165.777;175.778;183.778;191.285;199.778
