ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.E [],119.788,39.788,80,100
ROI.F [],198.778,68.77799999999999,130,150
ROI.09 [],118.79,38.790000000000006,80,100
ROI.10 [],119.788,39.788,80,100
ROI.11 [],118.276,38.275999999999996,80,100
ROI.12 [],119.788,39.788,80,100
ROI.13 [],120.277,40.277,80,100
ROI.14 [],119.277,39.277,80,100
ROI.16 [],119.788,39.788,80,100
ROI.17 [],119.277,39.277,80,100
ROI.18 [],119.277,39.277,80,100
ROI.19 [],119.277,39.277,80,100
ROI.20 [],119.277,39.277,80,100
ROI.21 [],119.788,39.788,80,100
ROI.23 [],133.778,3.7779999999999916,130,150
ROI.31 [],197.778,67.77799999999999,130,150
