ROI,n_spikes,spike_times_s
ROI.01 [],5,49.778;83.276;138.276;184.277;199.776
ROI.02 [],4,43.277;80.277;140.276;197.778
ROI.04 [],3,32.276;96.276;146.776
ROI.05 [],3,44.278;96.276;146.776
