Term,Coefficient,Std_Error,z_value,p_value,Significance
Intercept,23.308456765086987,2.127797895185854,10.954262534906348,6.339259836152918e-28,***
C(condition_group)[T.20s],1.2464499673429588,2.634693929522213,0.47309099299021634,0.63614826246625,ns
C(condition_group)[T.2hz],5.484440821880942,3.2285099898848153,1.69875293527483,0.08936574485164138,ns
C(condition_group)[T.2mw],6.437937008020084,6.381460552051466,1.0088500830660878,0.31304653770067636,ns
C(condition_group)[T.5hz],-2.5942606987601384,3.0478952785532596,-0.8511646436853804,0.3946779001000881,ns
C(condition_group)[T.5s],-6.518592977361933,3.4551664891452583,-1.886621961008457,0.05921119080820976,ns
C(condition_group)[T.Ctrl],16.681177619845673,7.110437984295299,2.3460126727339583,0.018975462280976973,*
C(condition_group)[T.Far Light Control],5.585054198109644,5.7787634925321765,0.966479110163816,0.3338044950274516,ns
ROI (random effect var),1.2425631351995134,,,,
