ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.05 [],35.777,0.0,30,50
ROI.05 [],53.277,3.277000000000001,30,50
ROI.05 [],88.281,0.0,80,100
ROI.05 [],111.777,11.777000000000001,80,100
ROI.05 [],157.776,7.7760000000000105,130,150
ROI.05 [],182.287,32.287000000000006,130,150
ROI.06 [],62.786,12.786000000000001,30,50
ROI.06 [],115.777,15.777000000000001,80,100
ROI.06 [],166.779,16.778999999999996,130,150
ROI.06 [],204.778,54.77799999999999,130,150
ROI.13 [],62.786,12.786000000000001,30,50
ROI.13 [],73.285,23.284999999999997,30,50
ROI.13 [],92.777,0.0,80,100
ROI.13 [],163.778,13.777999999999992,130,150
ROI.13 [],187.278,37.27799999999999,130,150
ROI.23 [],34.778,0.0,30,50
ROI.23 [],61.278,11.277999999999999,30,50
ROI.23 [],76.777,26.777,30,50
ROI.23 [],110.786,10.786000000000001,80,100
ROI.23 [],122.277,22.277,80,100
ROI.23 [],144.283,0.0,130,150
ROI.23 [],157.776,7.7760000000000105,130,150
ROI.23 [],190.277,40.27699999999999,130,150
ROI.23 [],202.784,52.78399999999999,130,150
