Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 [],ROI.20 [],ROI.21 [],ROI.22 [],ROI.23 [],ROI.000 []
0.258,-0.6961535486072122,0.7096800177737302,-2.3945980609869144,-0.06608537724326204,-0.13254979735374656,-0.10694744597892658,-0.07144130428098965,-0.07184709652685714,0.1672293845602471,0.30352037840122686,0.1621407607060305,-0.06386828589451014,-0.04114061025141575,0.04123227657937888,0.05404325675450315,0.03984612333584279,0.37541111905567887,-0.08677268214969923,-0.031228088616122966,0.13002415864441327,0.2171797757281001,0.22803295914537144,-0.04393978066252883,
0.776,-0.6730394523350511,0.7059980825151672,-2.4249259734735915,-0.07114490643372677,-0.14421879510063162,-0.11272784267936324,-0.07884988122653239,-0.10082819949165568,0.15817842257292003,0.27917024589804046,0.1760931447977357,-0.09855233352662172,-0.0590520613304842,0.0475055886957142,0.06929572670074803,0.053243199859176214,0.34569864550118046,-0.11928157386231865,-0.04387244631077743,0.12916741321184047,0.2146568249590765,0.20746514445051434,-0.05573336702704476,
1.286,-0.6389186123890902,0.6661711137427264,-2.284533635985609,-0.055834137440975706,-0.1297906656147029,-0.10392058301150046,-0.06947848700788614,-0.07568025250282255,0.14654308654522802,0.2504065171273743,0.1608490456377702,-0.08051728071773497,-0.04909592348114321,0.0393993052286646,0.05909090895064071,0.0331058482680094,0.3169815712752518,-0.10110270722354238,-0.03911403006346613,0.10885714736392138,0.19952602342246722,0.18444939220504022,-0.05094179467192817,
1.777,-0.5770481071761412,0.6442372402545716,-2.059120384401165,-0.06167348549421396,-0.12173456448320842,-0.08557001096461392,-0.06636175052612588,-0.0772693760609511,0.14129715079317973,0.22760778443369659,0.17000374952991618,-0.09807774333430909,-0.046324147010025976,0.03302820522657663,0.06331165935997865,0.04287682384593142,0.2946975875058941,-0.11366465829001236,-0.04193308088976645,0.09796126833986107,0.19077951630227424,0.16809241870788155,-0.051899062837176206,
2.286,-0.5270016322664123,0.5454483328491047,-1.8686883128172755,-0.04845679636169637,-0.12070524469086986,-0.07670057005110319,-0.06062924600765465,-0.06457447201392756,0.11834042067802795,0.20186302845427415,0.14853670203004793,-0.07555302353425147,-0.04542526390671337,0.029120086448823804,0.04621861772198974,0.027318799515769914,0.2642130424342251,-0.1020677205070902,-0.0381772395127404,0.08865898098808953,0.1616104136499424,0.15448647266505638,-0.046406702517551024,
2.779,-0.48859024201295015,0.5410765099988156,-1.5742861790270513,-0.04801925071659425,-0.10735374387318213,-0.07906487086223848,-0.06066884507404307,-0.056618664036239864,0.11703359877814314,0.18531390553981014,0.15199396019280673,-0.09199359028786566,-0.051704278352711644,0.034108057413555146,0.0461338082147754,0.032948858746191585,0.23763742651767222,-0.10861153384238949,-0.03605587600500607,0.08865495285949415,0.16344822889123034,0.13870270408878121,-0.043974043983656674,
3.278,-0.49433386586367256,0.5351929046319976,-1.533381329304718,-0.05040797932805721,-0.10681406637545805,-0.0778117819095446,-0.06193264570820212,-0.06401980521575242,0.10958106628875341,0.17090483113496563,0.15223361343482672,-0.0898876219334398,-0.05210937539913449,0.04678088685688771,0.050817816257378336,0.040053492005367015,0.22402445178835853,-0.11361394279218406,-0.039899480588620855,0.08686881864340477,0.17227050619424736,0.14706529486012743,-0.045066314068311124,
3.777,-0.4568564593216725,0.5203721412974119,-1.3732385368858666,-0.04227669926141019,-0.1019648042886883,-0.06848548946400229,-0.06613017011481027,-0.05836030771249309,0.10671914524289829,0.15838481011136765,0.15117394315653918,-0.09249073952275953,-0.0538033350250137,0.03483602819026201,0.056217298785367374,0.030993540509706288,0.22770162858557458,-0.11826468105771756,-0.03988708759829473,0.08484732665418805,0.15613118398720002,0.15161106423804221,-0.04828255913289376,
4.277,-0.3859212220723393,0.4626463538583718,-1.1834115557163878,-0.041950028813251446,-0.09293026793353076,-0.055961182869425384,-0.05645544307175153,-0.0524804587921301,0.10183710899393124,0.14320906137526884,0.11492930573279041,-0.07142102689104501,-0.04430677629967147,0.024477460736265774,0.04315736003334323,0.02286096044946095,0.2001084298021475,-0.09116600691528315,-0.033741634627469985,0.0719356966273813,0.12017722066161428,0.13890598220329511,-0.04179320042745067,
4.778,-0.34971759726775153,0.48861703776101356,-1.104897464370814,-0.05132907033037526,-0.10337105187044018,-0.05776979506096963,-0.05916068589542942,-0.057497680785096664,0.09977444353498824,0.13247990503511647,0.12138299393308442,-0.07272228763093344,-0.04414074615611175,0.03766181243681983,0.05339284447299771,0.030195215021872678,0.1988485119737224,-0.10093052778529132,-0.04220608667518545,0.0694967961885949,0.10276610787141892,0.12565963291302548,-0.04233747786818523,
5.279,-0.3263437907522178,0.44425855771742306,-1.0390355232839041,-0.039248665871080064,-0.08794219751991895,-0.04811189336665334,-0.04719837551504917,-0.05593220906912117,0.10074061675730947,0.12183984771937403,0.11410787430578637,-0.0767546168187798,-0.03667945147018064,0.036023682375891194,0.04192037076459216,0.02302709310918954,0.1761698507350369,-0.08888678167168483,-0.03208876997793817,0.061969555189023556,0.10182466929483444,0.10996873908232238,-0.041034459117707575,
5.778,-0.31103014410982743,0.40383046593290495,-0.8725701731435322,-0.040367904969567284,-0.08222134297624666,-0.045839867084714506,-0.057844117645268436,-0.05450854257757044,0.09800173762554498,0.11472451466453763,0.10134664889160903,-0.06903928531235824,-0.03704042889045638,0.0299817269448863,0.04083611442973451,0.015477260426190935,0.16164658668718412,-0.08093151521500054,-0.03046578750867729,0.05807946538727131,0.10363158019983304,0.10169606807514668,-0.03799534985291692,
6.278,-0.2644403355690217,0.36413312730686087,-0.8098561753538314,-0.02725189880289651,-0.07526809021635769,-0.04838207335368839,-0.052167221148501204,-0.056912734499452305,0.09103230453002308,0.10586918749350914,0.09454106749633234,-0.06098970798471179,-0.036490141848209166,0.029547793171404834,0.04090942021521757,0.016344788744256197,0.1472750481068454,-0.07787766641572189,-0.03214093027349619,0.04228772485728095,0.08638492260270406,0.09344713983628922,-0.03566369636940563,
6.788,-0.21938080984844502,0.26876653018173735,-0.6531444646302851,-0.024899799292785737,-0.07281122672376673,-0.055508832169351895,-0.04893945793531642,-0.05913782665220074,0.08862500304528834,0.09629412025217479,0.08842270452958638,-0.06644330740065377,-0.036714235539589635,0.03215390609470104,0.04000800671056431,0.019578178292626244,0.13865368640563844,-0.07676006313498855,-0.029872452335870193,0.03855823345187642,0.09157641084974405,0.08437057225701569,-0.03306142696680399,
7.278,-0.20501282308465849,0.20042761313057303,-0.6144675977404178,-0.030971025593077284,-0.08508675388307951,-0.05586702799096077,-0.04481036268592988,-0.04516734529212518,0.08414001997604191,0.0866798249644383,0.05424394156442147,-0.04635285095188965,-0.03585568887693284,0.015100508195650533,0.037838515012968595,0.018034276933499484,0.12201847759504081,-0.053578212108907695,-0.028568269984094646,0.03295180491679969,0.04603117204425096,0.07425837435631533,-0.03246668369485941,
7.778,-0.2105403514377109,0.2154501748880706,-0.593596690444193,-0.03676308101957406,-0.08507434392156,-0.056407557749356504,-0.03758644868577618,-0.037431194383268036,0.07976036266933557,0.08616150811167853,0.05563073032786283,-0.05362143077640365,-0.03682339481317756,0.03146401254145251,0.04098460636977867,0.017674920168184977,0.10813186061027932,-0.060887971331225754,-0.027249848215265663,0.035649577521858246,0.0441768436762835,0.07867376664634072,-0.03438179482835938,
8.284,-0.163062911714823,0.165290690386818,-0.5489027758719068,-0.02255136322003436,-0.07076223845893714,-0.04774797133591807,-0.03134149315720577,-0.03685832134632245,0.06898694026982521,0.07890258667895932,0.035975576448101426,-0.034244049289969665,-0.025359767478581013,0.02255828942935239,0.027418805068338676,0.0002099876127817507,0.08764582011987175,-0.043626501092308326,-0.023069977408693165,0.029256565068686815,0.037307332235649186,0.06628303495743387,-0.02643160858140028,
8.787,-0.1349700548630863,0.17880883854803892,-0.36746254675833845,-0.022063868438601104,-0.06481350433134639,-0.052881800467638414,-0.03400744537404794,-0.028876820229590892,0.0653448667365751,0.07660396233216635,0.05668588534667736,-0.04411114489516238,-0.03133305221753139,0.02456067097222702,0.03921796096554172,0.02182783600922707,0.09013616500981986,-0.0515211553393622,-0.02120576423760974,0.032279198039119585,0.05078314587923371,0.0744540165892617,-0.027893578317106916,
9.277,-0.11494754264929503,0.13072213088788914,-0.32060527535118427,-0.027803696427638008,-0.07202712156828661,-0.04841668507046591,-0.03297979955109162,-0.03681513800204344,0.061752718689598085,0.07206096056000667,0.0331223298169477,-0.024941865408838224,-0.02950952733270873,0.029076551654338957,0.030704394406808975,0.02344058407363599,0.08755344844907512,-0.04174265133111794,-0.019673931485408976,0.020613273402047914,0.03378006808060268,0.06737937637577428,-0.028216469578127894,
9.786,-0.08927137942667161,0.10407573202962166,-0.23509927300063407,-0.0250194735948093,-0.06408680120455627,-0.0589384124074381,-0.03646235306014414,-0.03555865634015148,0.060956584534798575,0.06470459733879995,0.03945585319103846,-0.049752295960287685,-0.02751339489760663,0.031425830771411895,0.03721565309403415,0.016472710386721514,0.08177792449230356,-0.04672237511736961,-0.024196495550669616,0.028924069212713555,0.03968954491265892,0.055354536303327054,-0.03446151976466162,
10.286,-0.05985599932257911,0.07685312552880406,-0.14100085780050897,-0.028473268542890624,-0.06638336991111289,-0.05140958437436166,-0.027157313871021913,-0.035426320648630216,0.05149636500976687,0.06524700873438964,0.03870736819141323,-0.04142739930742736,-0.02247478877588216,0.01823140782127474,0.03498473941111322,0.008711931979003152,0.06568870246651384,-0.03561396194960185,-0.017361578416602522,0.03156988450212022,0.04029949483017408,0.04506314669709087,-0.02940305602904089,
10.784,-0.08088106739817331,0.11952117106043886,-0.19778908912184648,-0.024601043417566915,-0.0676450096903812,-0.06039932102923408,-0.02228120763651175,-0.023020645119077855,0.05316461995725387,0.061026588146550424,0.049151304729880836,-0.0368144586368326,-0.029306308257278157,0.030284673941080798,0.03440988764126427,0.01298949797840949,0.06990608915741249,-0.05362288242081831,-0.02283574610123012,0.03184710944265663,0.05756320900281006,0.044400034439116026,-0.031591953515350074,
11.28,-0.08527273981843553,0.15230646434714612,-0.19387656272998383,-0.022246568033211556,-0.05483334632159028,-0.06185469442559343,-0.028274485210123802,-0.023152098840840345,0.05506177741158005,0.06294546989126282,0.05868061728665617,-0.05558892870208342,-0.03198391144858044,0.026485883634339246,0.039686893742745345,0.022459617036860394,0.05890722881555412,-0.05983223169092609,-0.02346784065119816,0.026207481450207393,0.06402950375138809,0.04359885149732172,-0.03079176474969166,
11.778,-0.0727791335250526,0.13652331292652545,-0.06004355512745235,-0.015368801589592482,-0.05873854335933968,-0.06602133174594038,-0.028418002895500487,-0.03595662374030731,0.050473824484914075,0.05540296566833649,0.06669900844991918,-0.0407285575523541,-0.02857225210323824,0.030540587228353566,0.03278153383916981,0.01996481956072603,0.052772504805174786,-0.0513283689375829,-0.02169485422176926,0.023103982406684338,0.06215849286265548,0.03213193177647729,-0.03107704878158604,
12.278,-0.04470611871619407,0.07743791311943644,-0.006151660501355144,-0.00796764322768143,-0.05034847671541461,-0.05111007374098423,-0.02311044736421464,-0.027670654848501203,0.036335705680723904,0.04587286971676283,0.05552293445532867,-0.050427408911538095,-0.025220596704649424,0.029318248270986398,0.026266031589505613,0.013833906028904771,0.04329366198158453,-0.05096885818508331,-0.015071631928515149,0.01815301512132345,0.04871358315240548,0.028910202115543005,-0.023072731100583593,
12.777,-0.040968649566180446,0.0630564744001149,-0.04571560025988338,-0.0160134353575181,-0.054189024210224736,-0.06609670095348424,-0.015916047076816358,-0.02243261464414512,0.04086722190447081,0.04676680356932089,0.05011894332851094,-0.04257640759084536,-0.02340801556468809,0.022979743727487203,0.033892407411605485,0.022211721382057348,0.03983514801213561,-0.04516906822859703,-0.01632725265483253,0.022229411897192103,0.02700281481506133,0.023512924522978512,-0.024157503836656574,
