ROI,n_spikes,spike_times_s
ROI.23 [],9,34.778;61.278;76.777;110.786;122.277;144.283;157.776;190.277;202.784
ROI.05 [],7,24.777;35.777;53.277;88.281;111.777;157.776;182.287
ROI.13 [],5,62.786;73.285;92.777;163.778;187.278
ROI.06 [],4,62.786;115.777;166.779;204.778
