ROI,n_spikes,spike_times_s
ROI.11 [],19,19.778;24.778;34.789;41.287;44.278;54.279;59.278;64.278;66.281;73.277;80.777;102.278;123.778;131.286;137.781;163.277;169.777;186.778;195.786
ROI.000 [],5,34.789;54.279;72.277;150.777;187.779
