ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.01 [],3,0.0,0.0,0.0,0.0,0.0
ROI.02 [],3,0.0,0.0,0.0,0.0,0.0
ROI.04 [],3,0.0,0.0,0.0,0.0,0.0
ROI.05 [],3,0.0,0.0,0.0,0.0,0.0
ROI.03 [],3,0.0,0.0,0.0,0.0,0.0
ROI.06 [],3,0.0,0.0,0.0,0.0,0.0
ROI.07 [],3,0.0,0.0,0.0,0.0,0.0
ROI.08 [],3,0.3359999999999938,0.0,0.47517575695735115,0.0,1.0079999999999814
ROI.09 [],3,0.0,0.0,0.0,0.0,0.0
ROI.10 [],3,0.0,0.0,0.0,0.0,0.0
ROI.11 [],3,0.0,0.0,0.0,0.0,0.0
ROI.12 [],3,0.0,0.0,0.0,0.0,0.0
ROI.13 [],3,0.0,0.0,0.0,0.0,0.0
ROI.14 [],3,0.0,0.0,0.0,0.0,0.0
