ROI,n_spikes,spike_times_s
ROI.21 [],9,23.276;37.275;68.276;81.776;105.778;128.777;160.777;165.278;174.789
ROI.C [],2,183.279;189.277
ROI.A [],2,109.286;183.779
ROI.10 [],2,134.276;186.777
ROI.F [],1,188.288
ROI.D [],1,184.277
ROI.06 [],1,181.778
ROI.05 [],1,125.786
ROI.22 [],1,184.277
ROI.23 [],1,189.277
