Repeat,VAR2,Point,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-180.27000E-003,17.00000E-009,15.91600E-003
1,1,2,-145.36000E-003,26.00000E-009,33.72800E-003
1,1,3,-6.66000E-003,33.00000E-009,51.39800E-003
1,1,4,248.21000E-003,36.00000E-009,69.07100E-003
1,1,5,603.19000E-003,41.00000E-009,86.85000E-003
1,1,6,1.07838E+000,48.00000E-009,104.49400E-003
1,1,7,1.66385E+000,55.00000E-009,122.11100E-003
1,1,8,2.34665E+000,104.00000E-009,139.72400E-003
1,1,9,3.00575E+000,313.00000E-009,157.34600E-003
1,1,10,3.43772E+000,654.00000E-009,174.95900E-003
1,1,11,3.62974E+000,891.00000E-009,192.57300E-003
1,1,12,3.72653E+000,1.03800E-006,210.19000E-003
1,1,13,3.79034E+000,1.14600E-006,227.79400E-003
1,1,14,3.85120E+000,1.25500E-006,245.68900E-003
1,1,15,3.90313E+000,1.35300E-006,263.31600E-003
1,1,16,3.95460E+000,1.45900E-006,280.96500E-003
1,1,17,4.00234E+000,1.56000E-006,298.66100E-003
1,1,18,4.04741E+000,1.66000E-006,316.38900E-003
1,1,19,4.09285E+000,1.76500E-006,334.02900E-003
1,1,20,4.13502E+000,1.86600E-006,352.78100E-003
1,1,21,4.17284E+000,1.96700E-006,370.40500E-003
1,1,22,4.21050E+000,2.07000E-006,388.06200E-003
1,1,23,4.24747E+000,2.17000E-006,405.70900E-003
1,1,24,4.28218E+000,2.26800E-006,423.32700E-003
1,1,25,4.31746E+000,2.37000E-006,441.35300E-003
1,1,26,4.35160E+000,2.47400E-006,458.98000E-003
1,1,27,4.38470E+000,2.57600E-006,477.70100E-003
1,1,28,4.41484E+000,2.67000E-006,495.33600E-003
1,1,29,4.44675E+000,2.77400E-006,513.36100E-003
1,1,30,4.47727E+000,2.87700E-006,530.99100E-003
1,1,31,4.50527E+000,2.97800E-006,557.26900E-003
1,1,32,4.53182E+000,3.07500E-006,574.88900E-003
1,1,33,4.56016E+000,3.17400E-006,592.54500E-003
1,1,34,4.58812E+000,3.27700E-006,610.21000E-003
1,1,35,4.61486E+000,3.37800E-006,627.82200E-003
1,1,36,4.64086E+000,3.47800E-006,645.47500E-003
1,1,37,4.66614E+000,3.57600E-006,663.12000E-003
1,1,38,4.69209E+000,3.67800E-006,681.19800E-003
1,1,39,4.71697E+000,3.78100E-006,698.82600E-003
1,1,40,4.74071E+000,3.88200E-006,716.48400E-003
1,1,41,4.76359E+000,3.98100E-006,734.12800E-003
1,1,42,4.78708E+000,4.07700E-006,751.74600E-003
1,1,43,4.80987E+000,4.18100E-006,769.41300E-003
1,1,44,4.83197E+000,4.28200E-006,787.06000E-003
1,1,45,4.85523E+000,4.38200E-006,805.28800E-003
1,1,46,4.87709E+000,4.48400E-006,822.90500E-003
1,1,47,4.89917E+000,4.58100E-006,840.55400E-003
1,1,48,4.92058E+000,4.68200E-006,858.20400E-003
1,1,49,4.94040E+000,4.78000E-006,875.82100E-003
1,1,50,4.96072E+000,4.88300E-006,893.46900E-003
1,1,51,4.98152E+000,4.98500E-006,911.08000E-003
1,1,52,5.00141E+000,5.08300E-006,928.74000E-003
1,1,53,5.02131E+000,5.18400E-006,946.38500E-003
1,1,54,5.04132E+000,5.28400E-006,964.81100E-003
1,1,55,5.06110E+000,5.38100E-006,982.42000E-003
1,1,56,5.08014E+000,5.48500E-006,1.00007E+000
1,1,57,5.09880E+000,5.58300E-006,1.01772E+000
1,1,58,5.11836E+000,5.68600E-006,1.03533E+000
1,1,59,5.13601E+000,5.78600E-006,1.05306E+000
1,1,60,5.15614E+000,5.88300E-006,1.07885E+000
1,1,61,5.17502E+000,5.98300E-006,1.09650E+000
1,1,62,5.19257E+000,6.08500E-006,1.11455E+000
1,1,63,5.20965E+000,6.18500E-006,1.13221E+000
1,1,64,5.22708E+000,6.28700E-006,1.14987E+000
1,1,65,5.24484E+000,6.38600E-006,1.16750E+000
1,1,66,5.26224E+000,6.48800E-006,1.18513E+000
1,1,67,5.27949E+000,6.58600E-006,1.20277E+000
1,1,68,5.29643E+000,6.68500E-006,1.22042E+000
1,1,69,5.31352E+000,6.78600E-006,1.23802E+000
1,1,70,5.33000E+000,6.88500E-006,1.25639E+000
1,1,71,5.34593E+000,6.98900E-006,1.27566E+000
1,1,72,5.36206E+000,7.08700E-006,1.29329E+000
1,1,73,5.37885E+000,7.18800E-006,1.31094E+000
1,1,74,5.39349E+000,7.28900E-006,1.32858E+000
1,1,75,5.40853E+000,7.38800E-006,1.34656E+000
1,1,76,5.42401E+000,7.48700E-006,1.36421E+000
1,1,77,5.43896E+000,7.58600E-006,1.38185E+000
1,1,78,5.45490E+000,7.68700E-006,1.39950E+000
1,1,79,5.47025E+000,7.78800E-006,1.41711E+000
1,1,80,5.48525E+000,7.88800E-006,1.43476E+000
1,1,81,5.50021E+000,7.98800E-006,1.45240E+000
1,1,82,5.51590E+000,8.08900E-006,1.47152E+000
1,1,83,5.53093E+000,8.19000E-006,1.48915E+000
1,1,84,5.54549E+000,8.28800E-006,1.50680E+000
1,1,85,5.55900E+000,8.38900E-006,1.52480E+000
1,1,86,5.57381E+000,8.48800E-006,1.54250E+000
1,1,87,5.58701E+000,8.58700E-006,1.56012E+000
1,1,88,5.60103E+000,8.68800E-006,1.57776E+000
1,1,89,5.61635E+000,8.78800E-006,1.60282E+000
1,1,90,5.63051E+000,8.88800E-006,1.62045E+000
1,1,91,5.64469E+000,8.98800E-006,1.63808E+000
1,1,92,5.65827E+000,9.08800E-006,1.65574E+000
1,1,93,5.67153E+000,9.19000E-006,1.67339E+000
1,1,94,5.68430E+000,9.28800E-006,1.69101E+000
1,1,95,5.69692E+000,9.38800E-006,1.70866E+000
1,1,96,5.71027E+000,9.48900E-006,1.72645E+000
1,1,97,5.72372E+000,9.59000E-006,1.74406E+000
1,1,98,5.73710E+000,9.69000E-006,1.76172E+000
1,1,99,5.74975E+000,9.79000E-006,1.77938E+000
1,1,100,5.76187E+000,9.89100E-006,1.79700E+000
1,1,101,5.77482E+000,9.99200E-006,1.81473E+000
1,1,102,5.78671E+000,10.09000E-006,1.83236E+000
1,1,103,5.79890E+000,10.19100E-006,1.84997E+000
1,1,104,5.81034E+000,10.28900E-006,1.86762E+000
1,1,105,5.82275E+000,10.38900E-006,1.88528E+000
1,1,106,5.83550E+000,10.48800E-006,1.90329E+000
1,1,107,5.84817E+000,10.58900E-006,1.92092E+000
1,1,108,5.86160E+000,10.68900E-006,1.93858E+000
1,1,109,5.87308E+000,10.79200E-006,1.95619E+000
1,1,110,5.88546E+000,10.89100E-006,1.97385E+000
1,1,111,5.89715E+000,10.99200E-006,1.99148E+000
1,1,112,5.90968E+000,11.09000E-006,2.00913E+000
1,1,113,5.92150E+000,11.19000E-006,2.02675E+000
1,1,114,5.93440E+000,11.29100E-006,2.04440E+000
1,1,115,5.94578E+000,11.39000E-006,2.06206E+000
1,1,116,5.95647E+000,11.49100E-006,2.07967E+000
1,1,117,5.96858E+000,11.58900E-006,2.09732E+000
1,1,118,5.98115E+000,11.69200E-006,2.12719E+000
1,1,119,5.99244E+000,11.79200E-006,2.14481E+000
1,1,120,6.00359E+000,11.89200E-006,2.16247E+000
1,1,121,6.01472E+000,11.99200E-006,2.18013E+000
1,1,122,6.02590E+000,12.09100E-006,2.19775E+000
1,1,123,6.03692E+000,12.19300E-006,2.21626E+000
1,1,124,6.04728E+000,12.29100E-006,2.23389E+000
1,1,125,6.05907E+000,12.39100E-006,2.25154E+000
1,1,126,6.06953E+000,12.49000E-006,2.26917E+000
1,1,127,6.08025E+000,12.59100E-006,2.28683E+000
1,1,128,6.09095E+000,12.69000E-006,2.30445E+000
1,1,129,6.10204E+000,12.79100E-006,2.32208E+000
1,1,130,6.11292E+000,12.89100E-006,2.33973E+000
1,1,131,6.12341E+000,12.99100E-006,2.35735E+000
1,1,132,6.13492E+000,13.09200E-006,2.37501E+000
1,1,133,6.14532E+000,13.19300E-006,2.39280E+000
1,1,134,6.15554E+000,13.29200E-006,2.41042E+000
1,1,135,6.16595E+000,13.39300E-006,2.42808E+000
1,1,136,6.17558E+000,13.49200E-006,2.44572E+000
1,1,137,6.18638E+000,13.59200E-006,2.46334E+000
1,1,138,6.19635E+000,13.69200E-006,2.48100E+000
1,1,139,6.20692E+000,13.79200E-006,2.49864E+000
1,1,140,6.21672E+000,13.89100E-006,2.51680E+000
1,1,141,6.22741E+000,13.99000E-006,2.53442E+000
1,1,142,6.23799E+000,14.09300E-006,2.55203E+000
1,1,143,6.24669E+000,14.19200E-006,2.56968E+000
1,1,144,6.25620E+000,14.29300E-006,2.58731E+000
1,1,145,6.26578E+000,14.39400E-006,2.60493E+000
1,1,146,6.27502E+000,14.49400E-006,2.62268E+000
1,1,147,6.28600E+000,14.59400E-006,2.65154E+000
1,1,148,6.29551E+000,14.69300E-006,2.66917E+000
1,1,149,6.30527E+000,14.79400E-006,2.68684E+000
1,1,150,6.31403E+000,14.89300E-006,2.70450E+000
1,1,151,6.32330E+000,14.99100E-006,2.72214E+000
