Repeat,VAR2,Point,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-158.72000E-003,24.00000E-009,15.89700E-003
1,1,2,-131.92000E-003,30.00000E-009,33.71800E-003
1,1,3,3.64000E-003,35.00000E-009,51.41200E-003
1,1,4,254.30000E-003,40.00000E-009,69.08800E-003
1,1,5,602.46000E-003,44.00000E-009,86.73100E-003
1,1,6,1.07430E+000,50.00000E-009,104.34800E-003
1,1,7,1.65797E+000,59.00000E-009,121.99200E-003
1,1,8,2.33218E+000,117.00000E-009,139.61900E-003
1,1,9,2.97276E+000,355.00000E-009,157.66800E-003
1,1,10,3.35611E+000,688.00000E-009,175.33700E-003
1,1,11,3.52423E+000,904.00000E-009,192.97600E-003
1,1,12,3.61187E+000,1.03900E-006,210.59000E-003
1,1,13,3.67557E+000,1.14700E-006,228.23200E-003
1,1,14,3.73502E+000,1.25500E-006,245.86400E-003
1,1,15,3.78558E+000,1.35400E-006,263.48000E-003
1,1,16,3.83844E+000,1.46300E-006,282.33400E-003
1,1,17,3.88237E+000,1.56100E-006,299.97200E-003
1,1,18,3.92680E+000,1.66200E-006,317.61200E-003
1,1,19,3.97021E+000,1.76800E-006,335.24100E-003
1,1,20,4.00834E+000,1.86600E-006,352.87600E-003
1,1,21,4.04606E+000,1.96600E-006,370.51800E-003
1,1,22,4.08518E+000,2.07200E-006,389.59000E-003
1,1,23,4.11975E+000,2.17200E-006,407.21600E-003
1,1,24,4.15210E+000,2.26900E-006,424.85700E-003
1,1,25,4.18495E+000,2.37100E-006,442.52300E-003
1,1,26,4.21772E+000,2.47400E-006,460.14200E-003
1,1,27,4.24849E+000,2.57600E-006,477.78700E-003
1,1,28,4.27736E+000,2.67400E-006,495.43000E-003
1,1,29,4.30547E+000,2.77500E-006,513.40700E-003
1,1,30,4.33544E+000,2.87700E-006,531.05700E-003
1,1,31,4.36493E+000,2.97900E-006,558.72100E-003
1,1,32,4.39059E+000,3.07800E-006,576.79500E-003
1,1,33,4.41637E+000,3.17600E-006,594.42400E-003
1,1,34,4.44254E+000,3.27800E-006,612.09000E-003
1,1,35,4.46798E+000,3.38100E-006,629.81100E-003
1,1,36,4.49199E+000,3.48200E-006,647.44100E-003
1,1,37,4.51512E+000,3.58000E-006,665.08800E-003
1,1,38,4.53802E+000,3.67900E-006,682.74000E-003
1,1,39,4.56103E+000,3.77900E-006,701.00100E-003
1,1,40,4.58407E+000,3.88100E-006,718.61700E-003
1,1,41,4.60498E+000,3.98300E-006,736.26300E-003
1,1,42,4.62644E+000,4.08200E-006,753.90900E-003
1,1,43,4.64789E+000,4.18100E-006,771.53700E-003
1,1,44,4.66943E+000,4.28000E-006,789.17800E-003
1,1,45,4.69021E+000,4.38200E-006,806.82900E-003
1,1,46,4.71051E+000,4.48500E-006,825.66000E-003
1,1,47,4.73028E+000,4.58400E-006,843.28400E-003
1,1,48,4.75052E+000,4.68600E-006,860.93400E-003
1,1,49,4.77001E+000,4.78300E-006,878.58500E-003
1,1,50,4.78917E+000,4.88200E-006,896.19100E-003
1,1,51,4.80843E+000,4.98300E-006,913.85600E-003
1,1,52,4.82775E+000,5.08400E-006,931.50800E-003
1,1,53,4.84592E+000,5.18700E-006,949.84700E-003
1,1,54,4.86432E+000,5.28700E-006,967.47800E-003
1,1,55,4.88098E+000,5.38600E-006,985.20300E-003
1,1,56,4.89859E+000,5.48600E-006,1.00285E+000
