Repeat,VAR2,Point,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-188.19000E-003,20.00000E-009,15.82900E-003
1,1,2,-156.07000E-003,29.00000E-009,33.64900E-003
1,1,3,-21.17000E-003,36.00000E-009,51.27600E-003
1,1,4,227.10000E-003,43.00000E-009,68.94300E-003
1,1,5,579.25000E-003,46.00000E-009,86.93800E-003
1,1,6,1.04947E+000,51.00000E-009,104.58500E-003
1,1,7,1.65716E+000,57.00000E-009,123.07000E-003
1,1,8,2.32636E+000,120.00000E-009,140.68100E-003
1,1,9,2.95422E+000,349.00000E-009,158.35200E-003
1,1,10,3.34930E+000,676.00000E-009,175.99900E-003
1,1,11,3.52980E+000,896.00000E-009,193.60800E-003
1,1,12,3.62259E+000,1.03500E-006,211.25700E-003
1,1,13,3.69084E+000,1.14700E-006,228.90200E-003
1,1,14,3.75046E+000,1.25300E-006,247.33800E-003
1,1,15,3.80395E+000,1.35300E-006,264.95900E-003
1,1,16,3.85739E+000,1.46000E-006,282.60400E-003
1,1,17,3.90402E+000,1.55600E-006,300.24400E-003
1,1,18,3.95204E+000,1.66200E-006,317.86300E-003
1,1,19,3.99595E+000,1.76500E-006,335.51600E-003
1,1,20,4.03599E+000,1.86300E-006,353.16200E-003
1,1,21,4.07583E+000,1.96800E-006,371.13400E-003
1,1,22,4.11374E+000,2.07000E-006,388.74700E-003
1,1,23,4.14912E+000,2.16900E-006,406.39600E-003
1,1,24,4.18352E+000,2.26900E-006,424.06900E-003
1,1,25,4.21856E+000,2.37400E-006,441.73200E-003
1,1,26,4.25163E+000,2.47300E-006,459.41200E-003
1,1,27,4.28192E+000,2.57100E-006,477.07000E-003
1,1,28,4.31360E+000,2.67500E-006,495.90700E-003
1,1,29,4.34401E+000,2.77800E-006,513.53200E-003
1,1,30,4.37217E+000,2.87700E-006,531.18500E-003
1,1,31,4.40067E+000,2.97500E-006,560.42500E-003
1,1,32,4.42834E+000,3.07500E-006,578.05000E-003
1,1,33,4.45557E+000,3.17800E-006,595.70300E-003
1,1,34,4.48209E+000,3.28000E-006,613.37200E-003
1,1,35,4.50816E+000,3.38000E-006,630.98000E-003
1,1,36,4.53280E+000,3.47900E-006,649.00600E-003
1,1,37,4.55644E+000,3.57800E-006,666.65500E-003
1,1,38,4.58073E+000,3.67800E-006,684.30700E-003
1,1,39,4.60553E+000,3.78000E-006,701.92200E-003
1,1,40,4.62840E+000,3.88100E-006,719.56800E-003
1,1,41,4.65113E+000,3.98000E-006,737.21100E-003
1,1,42,4.67335E+000,4.08000E-006,754.82500E-003
1,1,43,4.69570E+000,4.18100E-006,772.47700E-003
1,1,44,4.71646E+000,4.28400E-006,790.12000E-003
1,1,45,4.73740E+000,4.38300E-006,807.76600E-003
1,1,46,4.75867E+000,4.48300E-006,825.50000E-003
1,1,47,4.77860E+000,4.58200E-006,843.14500E-003
1,1,48,4.79841E+000,4.68200E-006,860.79200E-003
1,1,49,4.81862E+000,4.78300E-006,878.41500E-003
1,1,50,4.83905E+000,4.88400E-006,896.05000E-003
1,1,51,4.85820E+000,4.98500E-006,913.70100E-003
1,1,52,4.87736E+000,5.08500E-006,931.37400E-003
1,1,53,4.89638E+000,5.18500E-006,949.02100E-003
