Repeat,VAR2,Point,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-150.95000E-003,24.00000E-009,16.04800E-003
1,1,2,-124.08000E-003,28.00000E-009,33.88900E-003
1,1,3,12.63000E-003,35.00000E-009,51.54300E-003
1,1,4,264.02000E-003,40.00000E-009,69.20300E-003
1,1,5,611.93000E-003,43.00000E-009,86.84900E-003
1,1,6,1.08545E+000,49.00000E-009,104.46900E-003
1,1,7,1.67052E+000,57.00000E-009,122.11900E-003
1,1,8,2.37028E+000,128.00000E-009,140.53900E-003
1,1,9,2.99974E+000,389.00000E-009,159.07600E-003
1,1,10,3.34794E+000,708.00000E-009,176.70900E-003
1,1,11,3.50164E+000,911.00000E-009,194.36000E-003
1,1,12,3.58345E+000,1.04100E-006,212.00600E-003
1,1,13,3.64486E+000,1.14700E-006,229.62700E-003
1,1,14,3.70363E+000,1.25500E-006,247.26900E-003
1,1,15,3.75437E+000,1.35700E-006,264.91300E-003
1,1,16,3.80366E+000,1.45800E-006,282.53100E-003
1,1,17,3.85104E+000,1.56400E-006,300.17800E-003
1,1,18,3.89320E+000,1.66200E-006,317.93900E-003
1,1,19,3.93447E+000,1.76600E-006,335.56400E-003
1,1,20,3.97503E+000,1.86900E-006,353.21400E-003
1,1,21,4.01165E+000,1.96700E-006,370.87400E-003
1,1,22,4.04844E+000,2.07000E-006,389.21400E-003
1,1,23,4.08410E+000,2.17100E-006,406.84900E-003
1,1,24,4.11799E+000,2.27400E-006,424.49000E-003
1,1,25,4.14962E+000,2.37000E-006,442.13700E-003
1,1,26,4.18184E+000,2.47200E-006,459.74900E-003
1,1,27,4.21343E+000,2.57600E-006,477.39700E-003
1,1,28,4.24244E+000,2.67800E-006,495.05000E-003
1,1,29,4.27126E+000,2.77500E-006,513.58600E-003
1,1,30,4.29931E+000,2.87400E-006,531.24600E-003
1,1,31,4.32932E+000,2.97900E-006,560.29600E-003
1,1,32,4.35653E+000,3.07900E-006,577.94800E-003
1,1,33,4.38296E+000,3.17900E-006,595.56100E-003
