Repeat,VAR2,Point,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-150.06000E-003,24.00000E-009,15.83100E-003
1,1,2,-124.43000E-003,30.00000E-009,33.65300E-003
1,1,3,10.79000E-003,35.00000E-009,51.30100E-003
1,1,4,261.47000E-003,41.00000E-009,68.97700E-003
1,1,5,609.40000E-003,44.00000E-009,86.63700E-003
1,1,6,1.08234E+000,49.00000E-009,104.26300E-003
1,1,7,1.66708E+000,55.00000E-009,121.91200E-003
1,1,8,2.35528E+000,117.00000E-009,139.94300E-003
1,1,9,3.00342E+000,365.00000E-009,158.39900E-003
1,1,10,3.38102E+000,688.00000E-009,176.04700E-003
1,1,11,3.55035E+000,901.00000E-009,193.68600E-003
1,1,12,3.64092E+000,1.03400E-006,211.29700E-003
1,1,13,3.71073E+000,1.15000E-006,228.94100E-003
1,1,14,3.76699E+000,1.24900E-006,246.58700E-003
1,1,15,3.82315E+000,1.35600E-006,264.19800E-003
1,1,16,3.87447E+000,1.46100E-006,282.61200E-003
1,1,17,3.91991E+000,1.55800E-006,300.26700E-003
1,1,18,3.96688E+000,1.66400E-006,317.90900E-003
1,1,19,4.00947E+000,1.76300E-006,335.53000E-003
1,1,20,4.04908E+000,1.86500E-006,353.18000E-003
1,1,21,4.08848E+000,1.96900E-006,370.83400E-003
1,1,22,4.12636E+000,2.06900E-006,388.46400E-003
1,1,23,4.16204E+000,2.16800E-006,406.86500E-003
1,1,24,4.19739E+000,2.27100E-006,424.51700E-003
1,1,25,4.23149E+000,2.37400E-006,442.12800E-003
1,1,26,4.26347E+000,2.47200E-006,459.76600E-003
1,1,27,4.29403E+000,2.57100E-006,477.41000E-003
1,1,28,4.32630E+000,2.67600E-006,495.11300E-003
1,1,29,4.35630E+000,2.77700E-006,512.75400E-003
1,1,30,4.38436E+000,2.87700E-006,530.40500E-003
1,1,31,4.41264E+000,2.97500E-006,560.73900E-003
1,1,32,4.44007E+000,3.07600E-006,578.37100E-003
1,1,33,4.46807E+000,3.17800E-006,596.00400E-003
1,1,34,4.49464E+000,3.27900E-006,613.67700E-003
1,1,35,4.51992E+000,3.37900E-006,631.30300E-003
1,1,36,4.54423E+000,3.47800E-006,648.94100E-003
1,1,37,4.56845E+000,3.57900E-006,666.59500E-003
1,1,38,4.59250E+000,3.68200E-006,684.63100E-003
1,1,39,4.61625E+000,3.78200E-006,702.65400E-003
1,1,40,4.63868E+000,3.88100E-006,720.30700E-003
1,1,41,4.66028E+000,3.98000E-006,737.95200E-003
1,1,42,4.68319E+000,4.08000E-006,755.68500E-003
1,1,43,4.70535E+000,4.18200E-006,773.34200E-003
1,1,44,4.72754E+000,4.28300E-006,790.99200E-003
1,1,45,4.74861E+000,4.38600E-006,809.02100E-003
1,1,46,4.76937E+000,4.48200E-006,826.67900E-003
1,1,47,4.78978E+000,4.58100E-006,844.32800E-003
1,1,48,4.80980E+000,4.68200E-006,861.97900E-003
1,1,49,4.82987E+000,4.78300E-006,879.59700E-003
1,1,50,4.84955E+000,4.88500E-006,897.24400E-003
1,1,51,4.86847E+000,4.98600E-006,914.88900E-003
1,1,52,4.88733E+000,5.08500E-006,932.51500E-003
1,1,53,4.90580E+000,5.18500E-006,950.15000E-003
1,1,54,4.92413E+000,5.28400E-006,967.80000E-003
1,1,55,4.94163E+000,5.38400E-006,985.45800E-003
1,1,56,4.95920E+000,5.48500E-006,1.00307E+000
1,1,57,4.97717E+000,5.58700E-006,1.02072E+000
1,1,58,4.99482E+000,5.68600E-006,1.03837E+000
1,1,59,5.01225E+000,5.78700E-006,1.05600E+000
