Repeat,VAR2,Point,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-172.09000E-003,22.00000E-009,15.87500E-003
1,1,2,-141.63000E-003,28.00000E-009,33.69000E-003
1,1,3,-3.64000E-003,33.00000E-009,51.31700E-003
1,1,4,250.76000E-003,37.00000E-009,68.98800E-003
1,1,5,608.63000E-003,41.00000E-009,87.00200E-003
1,1,6,1.08555E+000,46.00000E-009,104.62700E-003
1,1,7,1.67515E+000,50.00000E-009,122.27300E-003
1,1,8,2.37340E+000,76.00000E-009,139.90100E-003
1,1,9,3.04496E+000,333.00000E-009,157.55200E-003
1,1,10,3.41980E+000,719.00000E-009,175.20700E-003
1,1,11,3.55605E+000,931.00000E-009,194.06300E-003
1,1,12,3.62134E+000,1.05100E-006,211.69800E-003
1,1,13,3.67404E+000,1.15600E-006,229.34500E-003
1,1,14,3.72369E+000,1.26300E-006,246.99400E-003
1,1,15,3.76707E+000,1.36000E-006,264.61400E-003
1,1,16,3.81044E+000,1.46400E-006,282.26500E-003
1,1,17,3.85159E+000,1.56900E-006,299.90700E-003
1,1,18,3.88783E+000,1.66800E-006,317.99200E-003
1,1,19,3.92357E+000,1.76800E-006,335.61700E-003
1,1,20,3.95899E+000,1.87300E-006,353.26700E-003
1,1,21,3.99188E+000,1.97300E-006,370.91300E-003
1,1,22,4.02295E+000,2.07100E-006,388.53500E-003
1,1,23,4.05361E+000,2.17500E-006,406.24800E-003
1,1,24,4.08365E+000,2.27700E-006,423.89200E-003
1,1,25,4.11299E+000,2.37700E-006,442.18000E-003
1,1,26,4.13951E+000,2.47600E-006,459.84100E-003
1,1,27,4.16607E+000,2.57600E-006,477.47600E-003
1,1,28,4.19277E+000,2.67800E-006,495.21600E-003
1,1,29,4.21835E+000,2.78000E-006,512.83900E-003
1,1,30,4.24304E+000,2.88100E-006,530.46900E-003
1,1,31,4.26701E+000,2.98000E-006,560.20600E-003
1,1,32,4.29011E+000,3.07900E-006,577.86600E-003
1,1,33,4.31422E+000,3.18200E-006,597.34800E-003
1,1,34,4.33688E+000,3.28100E-006,615.42500E-003
1,1,35,4.35967E+000,3.38400E-006,633.06100E-003
1,1,36,4.38077E+000,3.48300E-006,650.71800E-003
1,1,37,4.40128E+000,3.58200E-006,668.36000E-003
1,1,38,4.42238E+000,3.68000E-006,685.98800E-003
1,1,39,4.44385E+000,3.78300E-006,703.62800E-003
1,1,40,4.46425E+000,3.88400E-006,721.28100E-003
1,1,41,4.48367E+000,3.98600E-006,738.92400E-003
