ROI,n_spikes,spike_times_s
ROI.04 [],3,65.777;76.285;85.277
ROI.D [],2,111.288;194.777
ROI.22 [],2,111.288;194.777
ROI.24 [],1,19.777
ROI.29 [],1,19.777
