Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 [],ROI.20 [],ROI.21 [],ROI.22 [],ROI.23 [],ROI.000 []
0.257,-0.21131493084470626,0.4773880436272288,-0.4398352126617706,-0.23729277708350252,-0.021182444857330437,-0.07193392959891426,-0.038538614729467596,-0.035140897164784295,0.1043381540562514,0.14526713998929597,0.06961241211479181,-0.0032682520112301476,-0.013169729079343998,0.013621187066036307,0.01790295882447059,0.020385931341774778,0.11522855823052629,-0.01256543714252273,-0.011507388154110695,0.03773868810606301,0.1288803893252302,0.10121198488561102,-0.011739771383634117,
0.777,-0.22510190273513017,0.49450857223973077,-0.4369326058607275,-0.21992261266258142,-0.011946227588901893,-0.0730521154551531,-0.036331368661329716,-0.028572408565386606,0.09563783693904274,0.11943871714379399,0.0877303823466972,-0.018162257132270463,-0.02110029830848136,0.023415775815673917,0.019219982529087888,0.0291904183156808,0.10952110631151929,-0.031322840269575776,-0.016539932531037246,0.02420308202334692,0.13650749921374003,0.10334164251972527,-0.012118632092590533,
1.277,-0.2353093268898476,0.46668114986367865,-0.49092414539956986,-0.1991283376600601,-0.003174078088447242,-0.06459169238365237,-0.02836174900395425,-0.0330256857618775,0.08491011032360053,0.10028839423795398,0.09382568690885526,-0.02655483046991853,-0.015693187031329187,0.020936116676011002,0.01879611029453384,0.025660000950816733,0.11087209161467396,-0.03162006785505483,-0.008799226747932183,0.026566615457874147,0.1373348201175328,0.08868317038468636,-0.010862866697646514,
1.787,-0.2389536955682632,0.4354447921718195,-0.5483528772155355,-0.19474280396443755,-0.009533812320700635,-0.05457880194548187,-0.027465011608564387,-0.01840819353237734,0.07890223991129687,0.08185775041587356,0.08953887601028727,-0.022816288882461733,-0.017427365454163984,0.0221961337837665,0.023349162105541884,0.02173516833099079,0.10838738742089528,-0.03135647234793644,-0.012726523206586439,0.023452145104511275,0.12309164594991355,0.07345909381351189,-0.011263260921696808,
2.278,-0.2091007380769041,0.3541584054482842,-0.5504581814046178,-0.1888856559685315,-0.005336242384218325,-0.045587958706842215,-0.025176066556881,-0.02008423238407189,0.0691245087477461,0.07607041713077176,0.07706152785569478,-0.023663002492745958,-0.017848274709174678,0.01870805229506227,0.022034914062552386,0.021711408820697966,0.11373051442695775,-0.028378730161644043,-0.008782423236494757,0.016211519031867447,0.10017777089429264,0.07088965436677483,-0.013840266070155172,
2.787,-0.18948507171765314,0.27135336388834863,-0.5349929083072881,-0.1834677488753899,-0.013860125205127635,-0.035970210880485104,-0.022886837016031572,-0.020931746826302035,0.06091897419612069,0.07216677295162657,0.06264829471072024,-0.014200556985675671,-0.010813908687110296,0.014732647136655544,0.023281006021976695,0.01788444420420387,0.10860959459657463,-0.0162781161731489,-0.009108761725762705,0.012944748924839511,0.07486404247161221,0.05738973922911621,-0.0070999575583430745,
3.277,-0.15786534216119363,0.2743352406465745,-0.4037038813027307,-0.16145257292399295,-0.00609516258102156,-0.036518024017286904,-0.014497887163987285,-0.017609527064873974,0.05290611536539134,0.05462391663753481,0.059736219428790344,-0.011562928575828807,-0.008685539428563817,0.015583201979694969,0.015386202223254479,0.026452794110767192,0.10728878156084806,-0.018357961293771943,-0.005508284531339174,0.004626215468382421,0.06922390257137213,0.05839168101077674,-0.009524370472354477,
3.79,-0.11926593804163643,0.22610036855611768,-0.35465170406515106,-0.14223923745089534,-0.018447948598821682,-0.037491968003523404,-0.019658224356062595,-0.025115799000122657,0.05008725869886071,0.057762388119860286,0.04022114598933293,-0.004783681836623566,-0.0004342094877730728,0.010146001221784537,0.016961786165243246,0.02209564783279718,0.10273178870398303,-0.0036973424627674413,-0.004633869984910252,5.272908794720947e-05,0.0565715133092454,0.05213687396894958,-0.008022684037607765,
4.277,-0.12639051557357253,0.26256099643534137,-0.34843720999217503,-0.14207843860787914,-0.020008591011118477,-0.04011548129499351,-0.029260692581218245,-0.03724213608956805,0.048472191077563044,0.056649160823502395,0.05610118567329302,-0.013533288719579257,-0.007950670582125091,0.02301823244109463,0.0207851042835153,0.024879834893079458,0.10107442615220737,-0.021768379910231308,-0.011022688202037074,0.011230567839621189,0.06529974771705337,0.052477180143025146,-0.00959891003467698,
4.775,-0.10345855580014152,0.2917026007196689,-0.3275706439432648,-0.13426656354929015,-0.009675543782740166,-0.02792176186605186,-0.020914097135058967,-0.024988468648545786,0.038610032731587945,0.0491787422077416,0.060153324874593385,-0.01792456775193171,-0.010704469920906491,0.015648689918008184,0.017402977589556883,0.01657539098045248,0.08789975833783537,-0.024897542135475764,-0.006774159804375025,0.006335046347271306,0.06395339636658808,0.04279976495934743,-0.004350280281270185,
5.285,-0.08313460696251848,0.2171572585977352,-0.29547782771720466,-0.11366299451738936,-0.00339847497001458,-0.022418561569275047,-0.004197989641658322,-0.006050012079003677,0.03649614925113119,0.04631135871243544,0.03943528135467457,-0.016381451829327237,-0.0046429747470622795,0.008536083305190558,0.011681581707135387,0.008476394154106658,0.07846538346187729,-0.007553826955093866,-0.003331612525674333,0.005641291892451922,0.04464486619321178,0.04653329810725157,-0.0010620106601489751,
5.778,-0.0929595106185931,0.20121618606664488,-0.2936532444237195,-0.11472104122441631,-0.014327829069788045,-0.033537071110655764,-0.022447608552716936,-0.03596329064467338,0.03410364968865259,0.046319509162252685,0.036559414921279926,-0.012189605104941546,-0.007108330922676214,0.017941730238589904,0.013643897638803965,0.019562307584351114,0.07258776071649385,-0.01520212366303468,-0.007768203719046327,0.008786906818403372,0.049168368244201184,0.0445615387893559,-0.007559411672510673,
6.285,-0.09395143872784996,0.15942057527899525,-0.38483064926997285,-0.10489012956893069,-0.009489645248527644,-0.033613507128287444,-0.015277255787855375,-0.014766188330530122,0.03257960537556489,0.05266127913369342,0.04257397517832933,-0.014034206523603944,-0.006531265223573764,0.0009120138110229223,0.015014131921554057,0.015779598435283492,0.06966532401320757,-0.016818843659922072,-0.00882830310039117,0.0173150398194553,0.05072432001483939,0.04366962679598644,-0.004409660249601618,
