ROI,n_spikes,spike_times_s
ROI.04 [],3,32.278;81.777;131.777
ROI.07 [],1,25.788
ROI.08 [],1,46.278
ROI.09 [],1,107.777
ROI.12 [],1,66.777
ROI.13 [],1,175.288
