Condition_Group,Spike_Count,Avg_Latency_s,Median_Latency_s,Std_Latency_s,SEM_Latency_s
10s,3,15.447000000000003,14.277,12.786210971198626,7.382122346136874
20s,9,10.371555555555554,0.0,20.399647761120235,6.799882587040078
2Hz,14,17.223000000000003,18.541000000000004,14.409068682870947,3.8509855909855104
2mW,1,5.277000000000001,5.277000000000001,,
5Hz,22,12.20272727272727,7.276499999999999,13.820907613301351,2.946627403840558
5s,16,20.5879375,20.527500000000003,13.464934036074343,3.3662335090185858
Ctrl,6,13.353666666666664,6.283000000000001,17.79321397237347,7.26404918607919
