ROI,n_spikes,spike_times_s
ROI.03 [],5,38.775;92.777;112.275;143.776;165.275
ROI.01 [],4,38.775;73.776;143.776;175.776
ROI.02 [],4,38.775;59.785;96.275;175.776
ROI.05 [],4,38.775;92.777;143.776;176.776
ROI.06 [],4,38.775;92.777;143.776;176.776
ROI.04 [],3,38.775;96.275;142.775
ROI.07 [],3,38.775;96.275;175.776
ROI.09 [],3,38.775;97.776;142.775
ROI.10 [],2,38.775;175.776
