ROI,n_spikes,spike_times_s
ROI.23 [],14,29.793;53.275;70.287;76.778;101.778;109.786;115.298;155.795;160.276;169.282;175.280;186.277;196.777;204.277
ROI.18 [],13,29.793;53.275;70.287;77.777;101.295;115.298;155.795;160.276;169.282;175.280;186.277;196.777;204.277
ROI.12 [],13,29.793;53.275;70.287;76.778;101.295;109.786;115.298;156.277;160.276;169.282;175.280;186.277;204.277
ROI.000 [],12,29.793;52.786;60.786;70.287;101.778;115.298;122.787;129.277;155.795;169.282;187.277;204.277
ROI.19 [],12,29.793;53.275;70.287;76.778;101.778;109.786;114.777;160.276;168.794;175.280;186.277;204.277
ROI.05 [],11,52.786;69.776;76.778;101.778;109.786;151.278;169.282;175.280;186.786;198.277;204.277
ROI.13 [],11,28.790;52.275;70.287;76.778;106.277;115.298;155.795;169.282;175.280;186.277;203.286
ROI.06 [],4,52.786;70.287;155.276;187.277
ROI.07 [],1,204.277
