ROI,n_spikes,spike_times_s
ROI.03 [],10,27.285;59.795;78.276;104.276;129.276;155.287;169.776;185.776;195.287;202.778
ROI.10 [],7,27.285;53.286;75.275;104.276;119.777;124.287;155.287
ROI.04 [],4,53.286;72.282;106.288;127.777
ROI.07 [],4,56.276;61.277;108.775;153.776
