ROI,n_spikes,spike_times_s
ROI.03 [],5,40.276;65.276;120.776;149.277;186.778
ROI.21 [],3,30.778;80.777;130.777
ROI.08 [],2,76.777;149.277
ROI.02 [],2,78.777;149.277
ROI.14 [],1,38.278
