ROI,n_spikes,spike_times_s
ROI.03 [],23,13.778;23.278;28.777;54.278;61.788;66.278;75.276;104.277;110.276;116.278;125.778;156.776;169.787;177.778;182.278;190.289;195.277;200.277;206.786;211.288;222.278;229.777;235.777
ROI.04 [],5,61.788;66.278;169.787;203.278;213.277
