Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 []
0.257,0.0,0.11588187522633284,0.15182124416603818,1.948986093658444,0.050046501423596804,0.05140756518253538,0.20684106303709704
0.779,0.0,-0.012660171661820572,-0.020237455727423376,-0.20855382424829075,0.025168718900174677,0.012815516609934765,0.06647482680104422
1.277,0.0,0.1113592672525157,0.16871780470469896,0.38907431445826235,0.053187152428342356,0.05428962398945891,0.12170190079507195
1.789,0.0,0.07220547434784755,0.07994914793547486,0.19073358393632373,0.020168407750148873,0.03975825970389141,0.13281043062028464
2.278,0.0,0.006604691069900587,0.06395767350188372,-0.35543396641505187,0.02898642256647811,0.045289918314211405,-0.00869135756287273
2.778,0.0,0.0675008568558173,0.10237147664235952,0.3972154225265884,0.044454170990048086,0.06176386669646168,0.05910006289385789
3.278,0.0,0.03620473453485839,0.09422324049496672,0.027340090567073882,0.027545033440635858,0.057664397015086376,0.005732247961335461
3.778,0.0,0.12260966724647923,0.18438311892876472,1.1995614152783012,0.05386482221143683,0.053309078443962314,0.2921887138062035
4.278,0.0,0.02929194766221944,0.053429787314041494,0.2796928270439602,0.02109400879604201,0.036963749874663256,0.0020562502370527315
4.778,0.0,0.07433898135531876,0.21169009544168377,0.8114650077112238,0.042588441621921394,0.059545735260621,0.2671940689636146
5.277,0.0,0.07988283641798251,0.019966945378740882,0.7336886577521651,0.030325503796390634,0.040145515395213695,0.0326975757353307
5.779,0.0,0.048578956864529975,0.2481994414644189,0.7468985986392509,0.04215019516474888,0.0701786722842586,0.054110807701908674
6.277,0.0,0.03514863641417491,0.04011048808528687,0.0061438798217098725,0.02125539298538436,0.04332967470314344,-0.02852875659634633
6.778,0.0,0.060176325139962746,0.03123886498764241,0.18488424972702583,0.010562620748633298,0.04946290279349441,0.12795883025389734
7.277,0.0,0.09832570417862448,0.1473708442918113,0.8634630644287561,0.05421248037235036,0.05694785924055941,0.26650347792677187
7.779,0.0,0.007537394591058487,-0.03900108378052545,-0.23879907709171524,0.02511295619831452,0.039559549315926645,0.06734648911877654
8.283,0.0,0.041315453549588335,0.03558208963613778,0.034287329121097096,0.0365647602219741,0.02962697239961905,0.12243945814588474
