Condition_Group,Spike_Count,Avg_Latency_s,Median_Latency_s,Std_Latency_s,SEM_Latency_s
10s,7,19.813714285714287,16.276000000000003,19.025429357522924,7.190936380890432
1mw,1,0.0,0.0,,
20s,26,8.172115384615385,0.0,15.614871373986848,3.062328224546166
2hz,13,15.740538461538465,13.283,14.298607773808985,3.9657202689397155
2mw,9,4.892555555555556,4.7890000000000015,0.7392785522235716,0.24642618407452388
5hz,7,5.2711428571428565,4.277999999999992,5.43964313868019,2.055991852269517
5s,25,27.773600000000002,16.287000000000006,30.262930924923094,6.0525861849846185
Ctrl,29,13.639137931034478,3.777999999999999,16.011569432587834,2.9732738005297445
