ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.05 [],90.777,0.0,80,100
ROI.07 [],92.278,0.0,80,100
ROI.09 [],49.277,0.0,30,50
ROI.09 [],129.279,29.278999999999996,80,100
ROI.10 [],32.776,0.0,30,50
ROI.11 [],34.778,0.0,30,50
ROI.11 [],88.287,0.0,80,100
ROI.11 [],142.777,0.0,130,150
ROI.11 [],193.788,43.78800000000001,130,150
ROI.12 [],91.778,0.0,80,100
ROI.14 [],89.277,0.0,80,100
ROI.17 [],90.287,0.0,80,100
ROI.25 [],33.286,0.0,30,50
ROI.25 [],86.289,0.0,80,100
ROI.25 [],144.279,0.0,130,150
ROI.25 [],193.788,43.78800000000001,130,150
ROI.26 [],140.278,0.0,130,150
