ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.05 [],1,0.0,0.0,0.0,0.0,0.0
ROI.07 [],1,0.0,0.0,0.0,0.0,0.0
ROI.09 [],2,14.639499999999998,14.639499999999998,14.639499999999998,0.0,29.278999999999996
ROI.10 [],1,0.0,0.0,0.0,0.0,0.0
ROI.11 [],4,10.947000000000003,0.0,18.960760190456504,0.0,43.78800000000001
ROI.12 [],1,0.0,0.0,0.0,0.0,0.0
ROI.14 [],1,0.0,0.0,0.0,0.0,0.0
ROI.17 [],1,0.0,0.0,0.0,0.0,0.0
ROI.25 [],4,10.947000000000003,0.0,18.960760190456504,0.0,43.78800000000001
ROI.26 [],1,0.0,0.0,0.0,0.0,0.0
