ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.02 [],2,27.027000000000005,27.027000000000005,0.7489999999999988,26.278000000000006,27.776000000000003
ROI.04 [],5,32.98100000000001,29.778,9.348508800873004,22.786,45.277
ROI.05 [],4,36.405,37.282,12.480239861477015,21.778000000000006,49.27799999999999
ROI.03 [],4,33.528999999999996,28.78099999999999,8.820771649918163,27.776000000000003,48.77799999999999
ROI.07 [],4,36.52875,37.0305,7.370948662655304,26.777,45.277
ROI.08 [],4,31.406499999999998,28.285499999999992,8.5456159666814,23.277,45.778000000000006
ROI.09 [],3,29.78333333333333,25.277,8.954031953384028,21.787999999999997,42.285
ROI.10 [],3,31.778000000000002,26.278000000000006,9.974968671630007,23.27799999999999,45.778000000000006
ROI.12 [],3,41.94766666666667,47.777,8.607782150795613,29.778,48.288
ROI.13 [],4,33.528999999999996,28.78099999999999,8.820771649918163,27.776000000000003,48.77799999999999
ROI.14 [],5,34.380399999999995,26.286,12.453864068633472,21.778000000000006,49.77799999999999
