ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.E [],1,21.786,21.786,0.0,21.786,21.786
ROI.09 [],2,11.029,11.029,9.751000000000001,1.2779999999999987,20.78
ROI.10 [],1,15.786999999999999,15.786999999999999,0.0,15.786999999999999,15.786999999999999
ROI.11 [],2,20.782000000000004,20.782000000000004,1.0039999999999978,19.778000000000006,21.786
ROI.12 [],2,9.536999999999999,9.536999999999999,8.259,1.2779999999999987,17.796
ROI.13 [],1,21.786,21.786,0.0,21.786,21.786
ROI.14 [],1,22.778,22.778,0.0,22.778,22.778
ROI.17 [],1,21.277,21.277,0.0,21.277,21.277
ROI.18 [],1,21.277,21.277,0.0,21.277,21.277
ROI.19 [],1,21.786,21.786,0.0,21.786,21.786
ROI.21 [],1,22.778,22.778,0.0,22.778,22.778
