ROI,n_spikes,spike_times_s
ROI.000 [],18,36.281;41.288;65.788;79.777;85.278;86.278;98.778;103.780;104.787;110.789;116.776;136.778;139.783;155.278;160.778;176.785;179.278;198.788
ROI.11 [],1,160.778
