Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 [],ROI.20 [],ROI.21 [],ROI.22 [],ROI.23 [],ROI.000 []
0.258,-0.8889482033619228,0.45352981883597,8.441415369439627,-0.04040087265010828,-0.05756642218080868,-0.12014400204084597,-0.047435364471918595,-0.03288565644016998,0.08611206364197535,0.15663635171806364,0.09401725577940925,-0.010430728206380325,-0.034137696530764275,0.02530282213139312,0.03211653106511993,0.039249752178659614,0.16803340305622122,-0.04067264442485525,-0.017332689287123473,0.08489028488068703,0.15270945101357,0.19254358875500602,-0.05137040893855389,
0.777,-0.7805466094799042,0.4794290145714996,10.969913397063028,-0.03770820363800819,-0.061641335763898755,-0.1172151619378815,-0.04989083626509842,-0.059146090862979665,0.07655767600232741,0.14643908208525547,0.12546928221613468,-0.036228414627751296,-0.04812441381044479,0.021922314350857675,0.04271964055415579,0.05312276856941931,0.15440107374726428,-0.07044078460890885,-0.025820478034240486,0.07558747122606166,0.15610272724573707,0.18613969948104886,-0.05905497184141389,
1.277,-0.7190601383854417,0.4193482345906295,11.026241557895963,-0.025607028903257258,-0.05709895079510897,-0.10527336661721111,-0.049452178483382375,-0.04980664807140006,0.07892570476811867,0.13538915262092577,0.11532801306469319,-0.05181517978785156,-0.04938611684950258,0.03185309293429764,0.03533767336392672,0.025269203598294713,0.1457101503827154,-0.06660629986559075,-0.022868184168470623,0.06733546467908842,0.13791315589999664,0.18569160134235935,-0.05832085630441846,
1.777,-0.6493221597586745,0.39242595724958457,10.596894819602976,-0.047506957054377234,-0.06889512618921127,-0.09583632355865071,-0.053198037771112906,-0.06949596369054842,0.0715260452257903,0.12433382972348153,0.09183633642705381,-0.04832149598232992,-0.053382047640364444,0.02926069082532994,0.0385502057702267,0.04389604178550926,0.13653052726360596,-0.06788813861657933,-0.02869913950208522,0.06838475957083434,0.09191420068071701,0.1778594779104685,-0.061095582808391995,
2.277,-0.5351593361227591,0.3524932602760671,8.661651154525519,-0.04185312887571044,-0.059074729991442844,-0.10915356982701203,-0.050377524636698326,-0.06463158679801215,0.06476017381802207,0.12725113055336734,0.10104944186684683,-0.03457952796506162,-0.0385555313766045,0.027590183155419758,0.033093190435479376,0.035100934924262854,0.1335038809967921,-0.06936981550746155,-0.03324884110179763,0.07115880371451777,0.09851768845468858,0.16985394735038467,-0.062291317567460244,
2.787,-0.47336952396945814,0.3102952705901073,7.715640410380378,-0.032106090511182295,-0.0452874916867595,-0.09659585193766079,-0.05129827178157214,-0.06749655296785063,0.07033066709428526,0.13103605283245762,0.11027168971552,-0.05211319060358196,-0.036313346544990126,0.02417748976060619,0.04061986477082299,0.03723534098597501,0.13684491208395455,-0.06460151196276818,-0.02177905226595341,0.06842866186499003,0.09609653225647394,0.15868026755418113,-0.05725604777462653,
3.276,-0.43404380713988583,0.3388710555586657,7.166455221255926,-0.03848558353566403,-0.04528435446956187,-0.09262297766532342,-0.04969551074122528,-0.06106519308042388,0.05961836061013776,0.12064421924862512,0.1041720779567256,-0.05579060874454037,-0.04454434566128964,0.0336308648609148,0.035875025794266456,0.04247791829372404,0.13338131487425922,-0.06144156702020555,-0.0258959838413843,0.06697953382591756,0.09267991089697661,0.15715741579126166,-0.05710376580545452,
3.787,-0.3796933424208812,0.3037554103910084,6.340344474510963,-0.026617874766694177,-0.04047387715676269,-0.08339412792570965,-0.04398454158249882,-0.04944759010399955,0.0574241175704791,0.11061301206056148,0.1020258459684862,-0.04703996559051684,-0.02930707833483619,0.015275692381657144,0.029203040547229907,0.027618905582966247,0.12836961903451832,-0.059628028308134115,-0.017793862785345643,0.05724353322152371,0.08492021686598586,0.1568687520679586,-0.04531994789147517,
4.278,-0.3520222671290868,0.26832886274616796,12.030654550179227,-0.03544825293820085,-0.034511715300858996,-0.08155056981933864,-0.03397617163314031,-0.03656049739790893,0.059551086009430904,0.10273440686958488,0.07423716023143087,-0.04964205063004229,-0.033769811210743905,0.014657733450182227,0.027121528330558198,0.014481880883404488,0.11373325870652597,-0.04723976487117473,-0.01746846461966107,0.04505894494025333,0.06371491164645214,0.13915278192460145,-0.04547066775533454,
4.778,-0.38047615546143865,0.3051668060938305,14.444236349958208,-0.029214001315470892,-0.04858770765021684,-0.08070986344670562,-0.04280799237805865,-0.04981212957745974,0.05967554387940207,0.09704911046371979,0.08488396696231003,-0.0509320229587337,-0.04269699213169821,0.022205275261750437,0.030355949921547862,0.019900958449144163,0.11401472264725948,-0.06291246740818143,-0.02296190932219647,0.056273452569225266,0.06552544325731419,0.14373865033771466,-0.048213156016649064,
