ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.02 [],51.276,21.276000000000003,30,50
ROI.02 [],55.777,25.777,30,50
ROI.02 [],101.277,21.277,80,100
ROI.02 [],151.276,21.27600000000001,130,150
ROI.05 [],52.787,22.787,30,50
ROI.05 [],79.777,49.777,30,50
ROI.05 [],102.776,22.775999999999996,80,100
ROI.05 [],152.276,22.27600000000001,130,150
ROI.06 [],52.787,22.787,30,50
ROI.06 [],102.776,22.775999999999996,80,100
ROI.06 [],157.776,27.77600000000001,130,150
ROI.07 [],51.276,21.276000000000003,30,50
ROI.07 [],101.277,21.277,80,100
ROI.07 [],151.276,21.27600000000001,130,150
