ROI,n_latencies,mean_latency_s,median_latency_s,std_latency_s,min_latency_s,max_latency_s
ROI.C [],1,33.278999999999996,33.278999999999996,0.0,33.278999999999996,33.278999999999996
ROI.06 [],1,31.77799999999999,31.77799999999999,0.0,31.77799999999999,31.77799999999999
ROI.22 [],1,34.27699999999999,34.27699999999999,0.0,34.27699999999999,34.27699999999999
