Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 []
0.257,0.0,1.667490723413606,0.6385324236250729,0.024403270682323792,0.02094303410419928,0.07453778844314286,0.10225955674585874,0.0011988188078925655,0.10070845674331495,0.00841547242364072,0.031016652680391495,3.5483794816387686e-05,0.029128634894935945,0.011121023765463757,0.007519716625894402,-0.000605157459393746,0.01079116291308315,0.002644431890927551,-0.01250915642399178
0.778,0.0,1.6336541973223082,0.5183949490263918,0.05730079591560272,0.03777529446309109,0.09687509130453015,0.19167011155037678,0.018130818105927347,0.1190693745876925,0.050628935399203226,0.04330472274307531,0.020558058191584776,0.055716616983534466,0.031203852015199197,0.011469331484157822,0.030250059725906144,0.020612525446111654,0.015162256293782539,0.017971407860001253
1.287,0.0,1.7019095950122674,0.6574157592692087,0.04052760855895185,0.03623113440630688,0.0784972490084423,0.1685111647020051,0.02077944964636268,0.12545635782272396,0.04887767307386195,0.033226741771250075,0.028699022673054495,0.048338877212305044,0.02348113249583755,0.015754694031943118,0.006938762441402191,0.01969252143328847,0.013662415431611927,0.01323892882511235
1.775,0.0,1.1400420381112364,0.32097227392841293,0.02274018206260904,0.03166003684760624,0.05990790857732658,0.0706943251507412,-0.0035308107064856587,0.09329760128521872,0.02438351271618335,0.029048797083973787,0.005649632143329857,0.03535232017258484,0.015409143014440593,0.008591293823834856,0.009861925997175579,0.009205654166205206,0.013957746411313981,0.012647104604164785
2.276,0.0,1.2060924843942773,0.36017603212486266,0.0347516030880437,0.029149795505406344,0.04570182552713365,0.08640076779760422,0.014658738500735883,0.061697452461995275,0.021151824808518765,0.02126039582640025,0.021727136053685314,0.03002153389273717,0.006405147626836443,0.003292881621805178,0.0037298099181442266,0.011557432574270648,-0.0033197504923273913,0.0017707365690380463
2.787,0.0,0.9249155113020912,0.3384281556165326,0.06767053477817028,0.03570972207302024,0.062371780760041545,0.11960603470068354,0.023423628453443,0.10443885835195903,0.01917736220791886,0.03389085680362937,0.02740731764181072,0.04073505260854903,0.01851649419717513,0.010729660435605377,0.009846205712236213,0.013572439631994058,0.00631313932664071,0.009657117937997997
3.276,0.0,0.9582069155507219,0.33170614769803153,0.03510470437227665,0.03136284220306198,0.04130100236913241,0.07646090544180878,0.01695145524526687,0.04635733729947724,0.02638262786238231,0.024504084848482724,0.01200210329782881,0.005360716038868765,0.014086933047508902,0.01332534896905231,0.0003398484340180839,0.0012338855202028954,0.00679049505180619,0.003915345177612827
3.789,0.0,0.8534452007945939,0.3687565479780869,0.03377427610722182,0.031565666933949625,0.028495296916250645,0.09518171291535378,0.025112555624392595,0.0633297340460165,0.0311714661278901,0.02188132017180972,0.02261047615860505,0.040449699515411594,0.013452485104949237,0.01146670452919879,0.00856647343863927,0.005771238597328382,0.015793027566246304,0.020440989764129936
4.277,0.0,0.841820719151454,0.21287020341718657,0.02221736315675961,0.033339655512838864,0.03967627363388612,0.08056692708612243,0.026256253324425407,0.05338366252398777,0.020330115462772202,0.024670070761439226,0.016404749910054122,0.039026819522668454,0.015391512335617226,0.013379529250782505,0.0026450507926607213,0.01340486250286285,0.006876473011968854,0.01839703326533456
4.788,0.0,0.6519635059451141,0.15763382204589674,0.0338295926430544,0.018594026354026048,0.03400367597270551,0.08374116412027341,0.021748338558927383,0.07051755624073155,0.019986435733730924,0.024845126310258814,0.007122788559879303,0.03976698400145888,0.013890079703401592,0.0026615446516015735,0.01995345407561462,0.008909040412698244,0.00957518490426598,0.02137206283282801
5.277,0.0,0.48940552366008827,0.14834520909751744,0.02505664721265235,0.004744305501148591,0.014984512819693246,0.06259449254910968,0.01154946431278368,0.008103528030190389,0.007352277108526192,0.013165677392033647,0.012066117004670111,0.03148285266991479,0.008780629002670043,0.005104456376815525,0.005719744555272968,0.00922126405050512,0.009215061249580807,-0.006042576148178797
5.779,0.0,0.5359013262641399,0.210618037458848,0.020706787077594144,0.02758022848652494,0.04612166510444865,0.11541081500593596,0.01659863936797967,0.054667838693408764,0.03463977683472206,0.01547000674229017,0.003503503436417452,0.006686134029571647,0.010165628395647438,0.008980394495909285,0.008848015877722312,0.002188799511518629,0.010692404466355948,0.008403110726727659
6.276,0.0,0.6122618394778998,0.33836451717854515,0.030626291490442235,0.0193624321893384,0.06169179254155512,0.06213707357008236,0.03210082416793567,0.02410461424993296,0.0131818271136787,0.02601369890447727,0.01217855249260313,0.002882769960733753,-0.00038186441577872107,0.007554006536948038,0.0033951689300455085,0.007872534295043249,0.017779052881446943,0.02281447658159727
