ROI,Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.09 [],20s,5hz,3,1,1.3333333333333333,1.0,1.0,ns
ROI.10 [],20s,5hz,3,2,1.3333333333333333,1.0,0.6830913983096087,ns
ROI.11 [],20s,5hz,3,2,1.0,1.0,1.0,ns
ROI.12 [],20s,5hz,3,1,1.0,1.0,1.0,ns
ROI.13 [],20s,5hz,3,1,1.0,1.0,1.0,ns
ROI.14 [],10s,20s,1,3,1.0,1.0,1.0,ns
ROI.14 [],10s,5hz,1,1,1.0,1.0,1.0,ns
ROI.14 [],20s,5hz,3,1,1.0,1.0,1.0,ns
ROI.16 [],20s,5hz,3,1,1.6666666666666667,1.0,1.0,ns
ROI.17 [],10s,20s,1,3,1.0,1.6666666666666667,1.0,ns
ROI.17 [],10s,5hz,1,1,1.0,2.0,1.0,ns
ROI.17 [],20s,5hz,3,1,1.6666666666666667,2.0,1.0,ns
ROI.18 [],20s,5hz,3,1,1.6666666666666667,1.0,1.0,ns
ROI.19 [],20s,2hz,3,1,1.3333333333333333,1.0,1.0,ns
ROI.19 [],20s,5hz,3,1,1.3333333333333333,2.0,1.0,ns
ROI.19 [],2hz,5hz,1,1,1.0,2.0,1.0,ns
ROI.20 [],20s,5hz,3,1,1.0,2.0,1.0,ns
ROI.21 [],20s,5hz,3,1,1.0,1.0,1.0,ns
ROI.22 [],20s,2hz,1,1,3.0,2.0,1.0,ns
ROI.22 [],20s,5hz,1,1,3.0,1.0,1.0,ns
ROI.22 [],20s,5s,1,2,3.0,3.0,1.0,ns
ROI.22 [],20s,Far Light Control,1,1,3.0,1.0,1.0,ns
ROI.22 [],2hz,5hz,1,1,2.0,1.0,1.0,ns
ROI.22 [],2hz,5s,1,2,2.0,3.0,1.0,ns
ROI.22 [],2hz,Far Light Control,1,1,2.0,1.0,1.0,ns
ROI.22 [],5hz,5s,1,2,1.0,3.0,1.0,ns
ROI.22 [],5hz,Far Light Control,1,1,1.0,1.0,1.0,ns
ROI.22 [],5s,Far Light Control,2,1,3.0,1.0,1.0,ns
ROI.31 [],1mw,2hz,1,2,1.0,1.5,1.0,ns
ROI.31 [],1mw,5hz,1,1,1.0,2.0,1.0,ns
ROI.31 [],2hz,5hz,2,1,1.5,2.0,1.0,ns
ROI.B [],20s,2mw,1,1,1.0,1.0,1.0,ns
ROI.D [],20s,2hz,1,1,2.0,2.0,1.0,ns
ROI.D [],20s,5hz,1,1,2.0,1.0,1.0,ns
ROI.D [],20s,5s,1,2,2.0,3.5,1.0,ns
ROI.D [],20s,Far Light Control,1,1,2.0,1.0,1.0,ns
ROI.D [],2hz,5hz,1,1,2.0,1.0,1.0,ns
ROI.D [],2hz,5s,1,2,2.0,3.5,1.0,ns
ROI.D [],2hz,Far Light Control,1,1,2.0,1.0,1.0,ns
ROI.D [],5hz,5s,1,2,1.0,3.5,1.0,ns
ROI.D [],5hz,Far Light Control,1,1,1.0,1.0,1.0,ns
ROI.D [],5s,Far Light Control,2,1,3.5,1.0,1.0,ns
ROI.E [],10s,20s,1,3,1.0,1.3333333333333333,1.0,ns
ROI.E [],10s,5hz,1,1,1.0,1.0,1.0,ns
ROI.E [],20s,5hz,3,1,1.3333333333333333,1.0,1.0,ns
ROI.F [],1mw,2hz,1,2,1.0,1.5,1.0,ns
ROI.F [],1mw,5hz,1,1,1.0,2.0,1.0,ns
ROI.F [],2hz,5hz,2,1,1.5,2.0,1.0,ns
