Group_A,Group_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
10s,1mw,3,2,29.610333333333333,14.78200000000001,0.1386406338132186,ns
10s,20s,3,55,29.610333333333333,21.809545454545457,0.3078889012932713,ns
10s,2hz,3,11,29.610333333333333,30.64718181818182,0.3088416602191808,ns
10s,2mw,3,3,29.610333333333333,25.281000000000002,0.07652250047505924,ns
10s,5hz,3,24,29.610333333333333,22.196124999999995,0.04690238961477442,*
10s,5s,3,13,29.610333333333333,18.43676923076923,0.34418717089884476,ns
10s,Far Light Control,3,2,29.610333333333333,31.288,0.7609067270751141,ns
1mw,20s,2,55,14.78200000000001,21.809545454545457,0.9135290833158893,ns
1mw,2hz,2,11,14.78200000000001,30.64718181818182,0.1976325672576008,ns
1mw,2mw,2,3,14.78200000000001,25.281000000000002,0.2,ns
1mw,5hz,2,24,14.78200000000001,22.196124999999995,0.26318423741675867,ns
1mw,5s,2,13,14.78200000000001,18.43676923076923,0.44265235524621005,ns
1mw,Far Light Control,2,2,14.78200000000001,31.288,0.22067136191984682,ns
20s,2hz,55,11,21.809545454545457,30.64718181818182,0.06790045683930664,ns
20s,2mw,55,3,21.809545454545457,25.281000000000002,0.37939845443257625,ns
20s,5hz,55,24,21.809545454545457,22.196124999999995,0.35601710310594825,ns
20s,5s,55,13,21.809545454545457,18.43676923076923,0.04741602124720438,*
20s,Far Light Control,55,2,21.809545454545457,31.288,0.47356288073000496,ns
2hz,2mw,11,3,30.64718181818182,25.281000000000002,0.11825115569198986,ns
2hz,5hz,11,24,30.64718181818182,22.196124999999995,0.008689115309836027,**
2hz,5s,11,13,30.64718181818182,18.43676923076923,0.22292430875807556,ns
2hz,Far Light Control,11,2,30.64718181818182,31.288,0.9209480872166469,ns
2mw,5hz,3,24,25.281000000000002,22.196124999999995,0.06709484485814965,ns
2mw,5s,3,13,25.281000000000002,18.43676923076923,0.34454483069618524,ns
2mw,Far Light Control,3,2,25.281000000000002,31.288,0.1386406338132186,ns
5hz,5s,24,13,22.196124999999995,18.43676923076923,0.08743881482768778,ns
5hz,Far Light Control,24,2,22.196124999999995,31.288,0.05774995766662852,ns
5s,Far Light Control,13,2,18.43676923076923,31.288,0.44224091477785177,ns
