Term,Coefficient,Std_Error,z_value,p_value,Significance
Intercept,0.9939557349220188,0.294792877736552,3.3717087826331027,0.0007470339311055424,***
C(condition_group)[T.1mw],-0.07615618620202194,0.5010705130237205,-0.15198696435448944,0.8791972171416703,ns
C(condition_group)[T.20s],0.3394017468390078,0.30246853385500866,1.122105967563897,0.2618173868728463,ns
C(condition_group)[T.2hz],0.4842785536134163,0.40150709731022777,1.2061519132729912,0.22775892123807795,ns
C(condition_group)[T.2mw],0.021233097372665193,0.42156276379348073,0.0503675827096225,0.9598294688345121,ns
C(condition_group)[T.5hz],0.27640934720842264,0.3122291801438742,0.8852771130521949,0.37600719074957034,ns
C(condition_group)[T.5s],2.10528267534735,0.4814254924031735,4.373018688391899,1.225402295959987e-05,***
C(condition_group)[T.Far Light Control],-0.14471732465264942,0.5390638973079294,-0.2684604281150414,0.7883449309819233,ns
ROI (random effect var),0.03672845519767268,,,,
