ROI,n_spikes,spike_times_s
ROI.D [],8,27.295;49.788;58.278;114.277;124.278;133.784;147.780;199.289
ROI.22 [],8,27.295;45.778;65.288;114.277;124.278;133.283;147.780;199.289
ROI.11 [],2,26.277;31.279
ROI.04 [],2,175.286;183.277
ROI.31 [],2,37.287;146.278
ROI.F [],1,146.278
